"category","country","unit","year","value"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2012","45.8"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2011","44.4"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2010","47"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2009","42.4"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2008","40.9"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2007","38.700000000000003"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2006","39.700000000000003"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2005","48.6"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2004","44"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2003","42.8"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2002","37"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2001","34.1"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","2000","33.700000000000003"
"Coffee extracts and preparations 3/","World (quantity)","1,000 metric tons","1999","34.700000000000003"
"Tea and mate","Japan","Million dollars","2023","108.2"
"Tea and mate","Japan","Million dollars","2022","84.7"
"Tea and mate","Japan","Million dollars","2021","95"
"Tea and mate","Japan","Million dollars","2020","81.599999999999994"
"Tea and mate","Japan","Million dollars","2019","62.4"
"Tea and mate","Japan","Million dollars","2018","63"
"Tea and mate","Japan","Million dollars","2017","52.7"
"Tea and mate","Japan","Million dollars","2016","45.5"
"Tea and mate","Japan","Million dollars","2015","37.799999999999997"
"Tea and mate","Japan","Million dollars","2014","31.7"
"Tea and mate","Japan","Million dollars","2013","34"
"Tea and mate","Japan","Million dollars","2012","30"
"Tea and mate","Japan","Million dollars","2011","32.299999999999997"
"Tea and mate","Japan","Million dollars","2010","24.7"
"Tea and mate","Japan","Million dollars","2009","21.9"
"Tea and mate","Japan","Million dollars","2008","19"
"Tea and mate","Japan","Million dollars","2007","19.100000000000001"
"Tea and mate","Japan","Million dollars","2006","18.5"
"Tea and mate","Japan","Million dollars","2005","10.4"
"Tea and mate","Japan","Million dollars","2004","5.7"
"Tea and mate","Japan","Million dollars","2003","5.4"
"Tea and mate","Japan","Million dollars","2002","4.5"
"Tea and mate","Japan","Million dollars","2001","3.5"
"Tea and mate","Japan","Million dollars","2000","4"
"Tea and mate","Japan","Million dollars","1999","3.7"
"Tea and mate","China","Million dollars","2023","98.1"
"Tea and mate","China","Million dollars","2022","115.8"
"Tea and mate","China","Million dollars","2021","111.6"
"Tea and mate","China","Million dollars","2020","107.5"
"Tea and mate","China","Million dollars","2019","125.2"
"Tea and mate","China","Million dollars","2018","132.9"
"Tea and mate","China","Million dollars","2017","125.3"
"Tea and mate","China","Million dollars","2016","136.80000000000001"
"Tea and mate","China","Million dollars","2015","124.4"
"Tea and mate","China","Million dollars","2014","118.1"
"Tea and mate","China","Million dollars","2013","128.1"
"Tea and mate","China","Million dollars","2012","126"
"Tea and mate","China","Million dollars","2011","102.6"
"Tea and mate","China","Million dollars","2010","82.3"
"Tea and mate","China","Million dollars","2009","66.8"
"Tea and mate","China","Million dollars","2008","80.5"
"Tea and mate","China","Million dollars","2007","70.8"
"Tea and mate","China","Million dollars","2006","60.7"
"Tea and mate","China","Million dollars","2005","47.7"
"Tea and mate","China","Million dollars","2004","38.4"
"Tea and mate","China","Million dollars","2003","35.299999999999997"
"Tea and mate","China","Million dollars","2002","27.4"
"Tea and mate","China","Million dollars","2001","21.4"
"Tea and mate","China","Million dollars","2000","20.399999999999999"
"Tea and mate","China","Million dollars","1999","24.5"
"Tea and mate","Canada","Million dollars","2023","92.2"
"Tea and mate","Canada","Million dollars","2022","88.5"
"Tea and mate","Canada","Million dollars","2021","81"
"Tea and mate","Canada","Million dollars","2020","96.2"
"Tea and mate","Canada","Million dollars","2019","96.7"
"Tea and mate","Canada","Million dollars","2018","85.9"
"Tea and mate","Canada","Million dollars","2017","96.7"
"Tea and mate","Canada","Million dollars","2016","87.6"
"Tea and mate","Canada","Million dollars","2015","86.1"
"Tea and mate","Canada","Million dollars","2014","87.6"
"Tea and mate","Canada","Million dollars","2013","101.3"
"Tea and mate","Canada","Million dollars","2012","105.6"
"Tea and mate","Canada","Million dollars","2011","106"
"Tea and mate","Canada","Million dollars","2010","103.8"
"Tea and mate","Canada","Million dollars","2009","91.4"
"Tea and mate","Canada","Million dollars","2008","73.900000000000006"
"Tea and mate","Canada","Million dollars","2007","68.3"
"Tea and mate","Canada","Million dollars","2006","65.2"
"Tea and mate","Canada","Million dollars","2005","61.7"
"Tea and mate","Canada","Million dollars","2004","62.9"
"Tea and mate","Canada","Million dollars","2003","53.3"
"Tea and mate","Canada","Million dollars","2002","53.4"
"Tea and mate","Canada","Million dollars","2001","52.5"
"Tea and mate","Canada","Million dollars","2000","46"
"Tea and mate","Canada","Million dollars","1999","37"
"Tea and mate","India","Million dollars","2023","71.8"
"Tea and mate","India","Million dollars","2022","82.9"
"Tea and mate","India","Million dollars","2021","85"
"Tea and mate","India","Million dollars","2020","70.400000000000006"
"Tea and mate","India","Million dollars","2019","67.599999999999994"
"Tea and mate","India","Million dollars","2018","60.7"
"Tea and mate","India","Million dollars","2017","69.099999999999994"
"Tea and mate","India","Million dollars","2016","66.3"
"Tea and mate","India","Million dollars","2015","65.099999999999994"
"Tea and mate","India","Million dollars","2014","66.7"
"Tea and mate","India","Million dollars","2013","69"
"Tea and mate","India","Million dollars","2012","59"
"Tea and mate","India","Million dollars","2011","65.2"
"Tea and mate","India","Million dollars","2010","58.7"
"Tea and mate","India","Million dollars","2009","50.3"
"Tea and mate","India","Million dollars","2008","48.9"
"Tea and mate","India","Million dollars","2007","39.5"
"Tea and mate","India","Million dollars","2006","42.6"
"Tea and mate","India","Million dollars","2005","36.799999999999997"
"Tea and mate","India","Million dollars","2004","28.5"
"Tea and mate","India","Million dollars","2003","29"
"Tea and mate","India","Million dollars","2002","23.5"
"Tea and mate","India","Million dollars","2001","23.1"
"Tea and mate","India","Million dollars","2000","21.4"
"Tea and mate","India","Million dollars","1999","20.3"
"Tea and mate","Rest of world","Million dollars","2023","371.1"
"Tea and mate","Rest of world","Million dollars","2022","382.5"
"Tea and mate","Rest of world","Million dollars","2021","346.7"
"Tea and mate","Rest of world","Million dollars","2020","303.60000000000002"
"Tea and mate","Rest of world","Million dollars","2019","309.5"
"Tea and mate","Rest of world","Million dollars","2018","294.89999999999998"
"Tea and mate","Rest of world","Million dollars","2017","300.7"
"Tea and mate","Rest of world","Million dollars","2016","312.8"
"Tea and mate","Rest of world","Million dollars","2015","304.7"
"Tea and mate","Rest of world","Million dollars","2014","312.60000000000002"
"Tea and mate","Rest of world","Million dollars","2013","294"
"Tea and mate","Rest of world","Million dollars","2012","268.7"
"Tea and mate","Rest of world","Million dollars","2011","263.3"
"Tea and mate","Rest of world","Million dollars","2010","250"
"Tea and mate","Rest of world","Million dollars","2009","209.8"
"Tea and mate","Rest of world","Million dollars","2008","217.2"
"Tea and mate","Rest of world","Million dollars","2007","203.1"
"Tea and mate","Rest of world","Million dollars","2006","192.5"
"Tea and mate","Rest of world","Million dollars","2005","174.1"
"Tea and mate","Rest of world","Million dollars","2004","157.69999999999999"
"Tea and mate","Rest of world","Million dollars","2003","143.19999999999999"
"Tea and mate","Rest of world","Million dollars","2002","137.19999999999999"
"Tea and mate","Rest of world","Million dollars","2001","135.69999999999999"
"Tea and mate","Rest of world","Million dollars","2000","126.7"
"Tea and mate","Rest of world","Million dollars","1999","127.1"
"Tea and mate","World","Million dollars","2023","741.4"
"Tea and mate","World","Million dollars","2022","754.4"
"Tea and mate","World","Million dollars","2021","719.3"
"Tea and mate","World","Million dollars","2020","659.3"
"Tea and mate","World","Million dollars","2019","661.4"
"Tea and mate","World","Million dollars","2018","637.4"
"Tea and mate","World","Million dollars","2017","644.5"
"Tea and mate","World","Million dollars","2016","649"
"Tea and mate","World","Million dollars","2015","618.1"
"Tea and mate","World","Million dollars","2014","616.70000000000005"
"Tea and mate","World","Million dollars","2013","626.4"
"Tea and mate","World","Million dollars","2012","589.29999999999995"
"Tea and mate","World","Million dollars","2011","569.4"
"Tea and mate","World","Million dollars","2010","519.5"
"Tea and mate","World","Million dollars","2009","440.2"
"Tea and mate","World","Million dollars","2008","439.5"
"Tea and mate","World","Million dollars","2007","400.8"
"Tea and mate","World","Million dollars","2006","379.5"
"Tea and mate","World","Million dollars","2005","330.7"
"Tea and mate","World","Million dollars","2004","293.2"
"Tea and mate","World","Million dollars","2003","266.2"
"Tea and mate","World","Million dollars","2002","246"
"Tea and mate","World","Million dollars","2001","236.2"
"Tea and mate","World","Million dollars","2000","218.5"
"Tea and mate","World","Million dollars","1999","212.6"
"Tea and mate","World (quantity)","1,000 metric tons","2023","182.6"
"Tea and mate","World (quantity)","1,000 metric tons","2022","199.7"
"Tea and mate","World (quantity)","1,000 metric tons","2021","186.9"
"Tea and mate","World (quantity)","1,000 metric tons","2020","181"
"Tea and mate","World (quantity)","1,000 metric tons","2019","188.6"
"Tea and mate","World (quantity)","1,000 metric tons","2018","181"
"Tea and mate","World (quantity)","1,000 metric tons","2017","193.7"
"Tea and mate","World (quantity)","1,000 metric tons","2016","200.7"
"Tea and mate","World (quantity)","1,000 metric tons","2015","202.3"
"Tea and mate","World (quantity)","1,000 metric tons","2014","199.6"
"Tea and mate","World (quantity)","1,000 metric tons","2013","206.6"
"Tea and mate","World (quantity)","1,000 metric tons","2012","201.2"
"Tea and mate","World (quantity)","1,000 metric tons","2011","202.2"
"Tea and mate","World (quantity)","1,000 metric tons","2010","203.2"
"Tea and mate","World (quantity)","1,000 metric tons","2009","189.8"
"Tea and mate","World (quantity)","1,000 metric tons","2008","199.1"
"Tea and mate","World (quantity)","1,000 metric tons","2007","187.5"
"Tea and mate","World (quantity)","1,000 metric tons","2006","187.6"
"Tea and mate","World (quantity)","1,000 metric tons","2005","175.9"
"Tea and mate","World (quantity)","1,000 metric tons","2004","184.3"
"Tea and mate","World (quantity)","1,000 metric tons","2003","168"
"Tea and mate","World (quantity)","1,000 metric tons","2002","163"
"Tea and mate","World (quantity)","1,000 metric tons","2001","164.7"
"Tea and mate","World (quantity)","1,000 metric tons","2000","161"
"Tea and mate","World (quantity)","1,000 metric tons","1999","152"
"Spices","India","Million dollars","2023","304.39999999999998"
"Spices","India","Million dollars","2022","285.89999999999998"
"Spices","India","Million dollars","2021","311.7"
"Spices","India","Million dollars","2020","240"
"Spices","India","Million dollars","2019","224.5"
"Spices","India","Million dollars","2018","220.2"
"Spices","India","Million dollars","2017","238.6"
"Spices","India","Million dollars","2016","248.3"
"Spices","India","Million dollars","2015","260.10000000000002"
"Spices","India","Million dollars","2014","185.2"
"Spices","India","Million dollars","2013","181.2"
"Spices","India","Million dollars","2012","209.4"
"Spices","India","Million dollars","2011","174.7"
"Spices","India","Million dollars","2010","119.8"
"Spices","India","Million dollars","2009","96.5"
"Spices","India","Million dollars","2008","132.6"
"Spices","India","Million dollars","2007","122.4"
"Spices","India","Million dollars","2006","66.599999999999994"
"Spices","India","Million dollars","2005","51.2"
"Spices","India","Million dollars","2004","54.1"
"Spices","India","Million dollars","2003","46.3"
"Spices","India","Million dollars","2002","51.8"
"Spices","India","Million dollars","2001","59.4"
"Spices","India","Million dollars","2000","91.7"
"Spices","India","Million dollars","1999","144.6"
"Spices","Vietnam","Million dollars","2023","298.89999999999998"
"Spices","Vietnam","Million dollars","2022","390.8"
"Spices","Vietnam","Million dollars","2021","298.3"
"Spices","Vietnam","Million dollars","2020","202.8"
"Spices","Vietnam","Million dollars","2019","193.5"
"Spices","Vietnam","Million dollars","2018","201.2"
"Spices","Vietnam","Million dollars","2017","261.60000000000002"
"Spices","Vietnam","Million dollars","2016","342.3"
"Spices","Vietnam","Million dollars","2015","299.10000000000002"
"Spices","Vietnam","Million dollars","2014","284.3"
"Spices","Vietnam","Million dollars","2013","177.6"
"Spices","Vietnam","Million dollars","2012","100.8"
"Spices","Vietnam","Million dollars","2011","130.1"
"Spices","Vietnam","Million dollars","2010","64.3"
"Spices","Vietnam","Million dollars","2009","55.9"
"Spices","Vietnam","Million dollars","2008","51.7"
"Spices","Vietnam","Million dollars","2007","29.4"
"Spices","Vietnam","Million dollars","2006","37"
"Spices","Vietnam","Million dollars","2005","32.6"
"Spices","Vietnam","Million dollars","2004","28.9"
"Spices","Vietnam","Million dollars","2003","20.7"
"Spices","Vietnam","Million dollars","2002","18.899999999999999"
"Spices","Vietnam","Million dollars","2001","12.1"
"Spices","Vietnam","Million dollars","2000","18.600000000000001"
"Spices","Vietnam","Million dollars","1999","16.600000000000001"
"Spices","China","Million dollars","2023","165.7"
"Spices","China","Million dollars","2022","153.6"
"Spices","China","Million dollars","2021","152.6"
"Spices","China","Million dollars","2020","152.19999999999999"
"Spices","China","Million dollars","2019","167.8"
"Spices","China","Million dollars","2018","163"
"Spices","China","Million dollars","2017","156.69999999999999"
"Spices","China","Million dollars","2016","143.9"
"Spices","China","Million dollars","2015","155.9"
"Spices","China","Million dollars","2014","163.80000000000001"
"Spices","China","Million dollars","2013","131"
"Spices","China","Million dollars","2012","116.5"
"Spices","China","Million dollars","2011","121.4"
"Spices","China","Million dollars","2010","107.6"
"Spices","China","Million dollars","2009","80.099999999999994"
"Spices","China","Million dollars","2008","83.3"
"Spices","China","Million dollars","2007","62.9"
"Spices","China","Million dollars","2006","49"
"Spices","China","Million dollars","2005","53.7"
"Spices","China","Million dollars","2004","54.7"
"Spices","China","Million dollars","2003","38.4"
"Spices","China","Million dollars","2002","31.1"
"Spices","China","Million dollars","2001","28.1"
"Spices","China","Million dollars","2000","26"
"Spices","China","Million dollars","1999","20.8"
"Spices","Madagascar","Million dollars","2023","150.69999999999999"
"Spices","Madagascar","Million dollars","2022","286.5"
"Spices","Madagascar","Million dollars","2021","255.5"
"Spices","Madagascar","Million dollars","2020","288.89999999999998"
"Spices","Madagascar","Million dollars","2019","419.1"
"Spices","Madagascar","Million dollars","2018","521.6"
"Spices","Madagascar","Million dollars","2017","401.7"
"Spices","Madagascar","Million dollars","2016","227.8"
"Spices","Madagascar","Million dollars","2015","120.9"
"Spices","Madagascar","Million dollars","2014","74.5"
"Spices","Madagascar","Million dollars","2013","50.2"
"Spices","Madagascar","Million dollars","2012","45.3"
"Spices","Madagascar","Million dollars","2011","25.5"
"Spices","Madagascar","Million dollars","2010","28.3"
"Spices","Madagascar","Million dollars","2009","28.6"
"Spices","Madagascar","Million dollars","2008","29.2"
"Spices","Madagascar","Million dollars","2007","34.200000000000003"
"Spices","Madagascar","Million dollars","2006","31.1"
"Spices","Madagascar","Million dollars","2005","36.9"
"Spices","Madagascar","Million dollars","2004","134.19999999999999"
"Spices","Madagascar","Million dollars","2003","179"
"Spices","Madagascar","Million dollars","2002","115.5"
"Spices","Madagascar","Million dollars","2001","78.099999999999994"
"Spices","Madagascar","Million dollars","2000","30.6"
"Spices","Madagascar","Million dollars","1999","19"
"Spices","Mexico","Million dollars","2023","139.4"
"Spices","Mexico","Million dollars","2022","105.4"
"Spices","Mexico","Million dollars","2021","102"
"Spices","Mexico","Million dollars","2020","93.7"
"Spices","Mexico","Million dollars","2019","85.4"
"Spices","Mexico","Million dollars","2018","79.3"
"Spices","Mexico","Million dollars","2017","65.400000000000006"
"Spices","Mexico","Million dollars","2016","64"
"Spices","Mexico","Million dollars","2015","62.8"
"Spices","Mexico","Million dollars","2014","60.2"
"Spices","Mexico","Million dollars","2013","58.7"
"Spices","Mexico","Million dollars","2012","51.9"
"Spices","Mexico","Million dollars","2011","48.6"
"Spices","Mexico","Million dollars","2010","44.5"
"Spices","Mexico","Million dollars","2009","40"
"Spices","Mexico","Million dollars","2008","32.1"
"Spices","Mexico","Million dollars","2007","31.6"
"Spices","Mexico","Million dollars","2006","32.4"
"Spices","Mexico","Million dollars","2005","31.4"
"Spices","Mexico","Million dollars","2004","26.2"
"Spices","Mexico","Million dollars","2003","30.1"
"Spices","Mexico","Million dollars","2002","35.9"
"Spices","Mexico","Million dollars","2001","28.5"
"Spices","Mexico","Million dollars","2000","29.8"
"Spices","Mexico","Million dollars","1999","30.6"
"Spices","Spain","Million dollars","2023","133.69999999999999"
"Spices","Spain","Million dollars","2022","119.3"
"Spices","Spain","Million dollars","2021","94.5"
"Spices","Spain","Million dollars","2020","76.3"
"Spices","Spain","Million dollars","2019","62.2"
"Spices","Spain","Million dollars","2018","58.4"
"Spices","Spain","Million dollars","2017","60.2"
"Spices","Spain","Million dollars","2016","52"
"Spices","Spain","Million dollars","2015","47.7"
"Spices","Spain","Million dollars","2014","41.7"
"Spices","Spain","Million dollars","2013","41"
"Spices","Spain","Million dollars","2012","51.2"
"Spices","Spain","Million dollars","2011","41.9"
"Spices","Spain","Million dollars","2010","41.4"
"Spices","Spain","Million dollars","2009","41.6"
"Spices","Spain","Million dollars","2008","31.2"
"Spices","Spain","Million dollars","2007","23.1"
"Spices","Spain","Million dollars","2006","19"
"Spices","Spain","Million dollars","2005","17.8"
"Spices","Spain","Million dollars","2004","17.7"
"Spices","Spain","Million dollars","2003","18.5"
"Spices","Spain","Million dollars","2002","17"
"Spices","Spain","Million dollars","2001","15.8"
"Spices","Spain","Million dollars","2000","17.5"
"Spices","Spain","Million dollars","1999","15.7"
"Spices","Peru","Million dollars","2023","124.4"
"Spices","Peru","Million dollars","2022","96.5"
"Spices","Peru","Million dollars","2021","88.7"
"Spices","Peru","Million dollars","2020","82.7"
"Spices","Peru","Million dollars","2019","56"
"Spices","Peru","Million dollars","2018","53"
"Spices","Peru","Million dollars","2017","48"
"Spices","Peru","Million dollars","2016","51.5"
"Spices","Peru","Million dollars","2015","63.7"
"Spices","Peru","Million dollars","2014","59.4"
"Spices","Peru","Million dollars","2013","49.7"
"Spices","Peru","Million dollars","2012","60.2"
"Spices","Peru","Million dollars","2011","63.1"
"Spices","Peru","Million dollars","2010","46.2"
"Spices","Peru","Million dollars","2009","45.6"
"Spices","Peru","Million dollars","2008","61.9"
"Spices","Peru","Million dollars","2007","42"
"Spices","Peru","Million dollars","2006","40.1"
"Spices","Peru","Million dollars","2005","34.9"
"Spices","Peru","Million dollars","2004","16.8"
"Spices","Peru","Million dollars","2003","7.9"
"Spices","Peru","Million dollars","2002","7.4"
"Spices","Peru","Million dollars","2001","2.6"
"Spices","Peru","Million dollars","2000","1.4"
"Spices","Peru","Million dollars","1999","0.1"
"Spices","Indonesia","Million dollars","2023","116.5"
"Spices","Indonesia","Million dollars","2022","174.8"
"Spices","Indonesia","Million dollars","2021","180.9"
"Spices","Indonesia","Million dollars","2020","175.8"
"Spices","Indonesia","Million dollars","2019","176.7"
"Spices","Indonesia","Million dollars","2018","171.3"
"Spices","Indonesia","Million dollars","2017","243.6"
"Spices","Indonesia","Million dollars","2016","217.9"
"Spices","Indonesia","Million dollars","2015","245"
"Spices","Indonesia","Million dollars","2014","163.5"
"Spices","Indonesia","Million dollars","2013","216.3"
"Spices","Indonesia","Million dollars","2012","242.2"
"Spices","Indonesia","Million dollars","2011","182.5"
"Spices","Indonesia","Million dollars","2010","146.19999999999999"
"Spices","Indonesia","Million dollars","2009","100.2"
"Spices","Indonesia","Million dollars","2008","130.5"
"Spices","Indonesia","Million dollars","2007","91.5"
"Spices","Indonesia","Million dollars","2006","58.8"
"Spices","Indonesia","Million dollars","2005","50.8"
"Spices","Indonesia","Million dollars","2004","72.8"
"Spices","Indonesia","Million dollars","2003","119.2"
"Spices","Indonesia","Million dollars","2002","80.900000000000006"
"Spices","Indonesia","Million dollars","2001","106.1"
"Spices","Indonesia","Million dollars","2000","132.30000000000001"
"Spices","Indonesia","Million dollars","1999","100.3"
"Spices","Rest of world","Million dollars","2023","326.89999999999998"
"Spices","Rest of world","Million dollars","2022","377.2"
"Spices","Rest of world","Million dollars","2021","371.5"
"Spices","Rest of world","Million dollars","2020","347.2"
"Spices","Rest of world","Million dollars","2019","274.89999999999998"
"Spices","Rest of world","Million dollars","2018","291.39999999999998"
"Spices","Rest of world","Million dollars","2017","324.39999999999998"
"Spices","Rest of world","Million dollars","2016","305.8"
"Spices","Rest of world","Million dollars","2015","355.3"
"Spices","Rest of world","Million dollars","2014","312.7"
"Spices","Rest of world","Million dollars","2013","287.60000000000002"
"Spices","Rest of world","Million dollars","2012","235.8"
"Spices","Rest of world","Million dollars","2011","257.10000000000002"
"Spices","Rest of world","Million dollars","2010","200.7"
"Spices","Rest of world","Million dollars","2009","158.80000000000001"
"Spices","Rest of world","Million dollars","2008","173.1"
"Spices","Rest of world","Million dollars","2007","182.7"
"Spices","Rest of world","Million dollars","2006","165.4"
"Spices","Rest of world","Million dollars","2005","152.30000000000001"
"Spices","Rest of world","Million dollars","2004","179.2"
"Spices","Rest of world","Million dollars","2003","184.5"
"Spices","Rest of world","Million dollars","2002","154.30000000000001"
"Spices","Rest of world","Million dollars","2001","154.30000000000001"
"Spices","Rest of world","Million dollars","2000","172.6"
"Spices","Rest of world","Million dollars","1999","147.30000000000001"
"Spices","World","Million dollars","2023","1760.6"
"Spices","World","Million dollars","2022","1990"
"Spices","World","Million dollars","2021","1855.7"
"Spices","World","Million dollars","2020","1659.6"
"Spices","World","Million dollars","2019","1660.1"
"Spices","World","Million dollars","2018","1759.4"
"Spices","World","Million dollars","2017","1800.2"
"Spices","World","Million dollars","2016","1653.5"
"Spices","World","Million dollars","2015","1610.5"
"Spices","World","Million dollars","2014","1345.3"
"Spices","World","Million dollars","2013","1193.3"
"Spices","World","Million dollars","2012","1113.3"
"Spices","World","Million dollars","2011","1044.9000000000001"
"Spices","World","Million dollars","2010","799"
"Spices","World","Million dollars","2009","647.29999999999995"
"Spices","World","Million dollars","2008","725.6"
"Spices","World","Million dollars","2007","619.79999999999995"
"Spices","World","Million dollars","2006","499.4"
"Spices","World","Million dollars","2005","461.6"
"Spices","World","Million dollars","2004","584.6"
"Spices","World","Million dollars","2003","644.6"
"Spices","World","Million dollars","2002","512.79999999999995"
"Spices","World","Million dollars","2001","485"
"Spices","World","Million dollars","2000","520.5"
"Spices","World","Million dollars","1999","495"
"Spices","World (quantity)","1,000 metric tons","2023","481.5"
"Spices","World (quantity)","1,000 metric tons","2022","499.9"
"Spices","World (quantity)","1,000 metric tons","2021","511.6"
"Spices","World (quantity)","1,000 metric tons","2020","477.7"
"Spices","World (quantity)","1,000 metric tons","2019","427.7"
"Spices","World (quantity)","1,000 metric tons","2018","410.9"
"Spices","World (quantity)","1,000 metric tons","2017","404.8"
"Spices","World (quantity)","1,000 metric tons","2016","386.1"
"Spices","World (quantity)","1,000 metric tons","2015","373"
"Spices","World (quantity)","1,000 metric tons","2014","337.8"
"Spices","World (quantity)","1,000 metric tons","2013","337.9"
"Spices","World (quantity)","1,000 metric tons","2012","326.2"
"Spices","World (quantity)","1,000 metric tons","2011","316.60000000000002"
"Spices","World (quantity)","1,000 metric tons","2010","300.3"
"Spices","World (quantity)","1,000 metric tons","2009","284.39999999999998"
"Spices","World (quantity)","1,000 metric tons","2008","288.7"
"Spices","World (quantity)","1,000 metric tons","2007","269.39999999999998"
"Spices","World (quantity)","1,000 metric tons","2006","276.89999999999998"
"Spices","World (quantity)","1,000 metric tons","2005","259.60000000000002"
"Spices","World (quantity)","1,000 metric tons","2004","248.4"
"Spices","World (quantity)","1,000 metric tons","2003","243.4"
"Spices","World (quantity)","1,000 metric tons","2002","232.9"
"Spices","World (quantity)","1,000 metric tons","2001","203.9"
"Spices","World (quantity)","1,000 metric tons","2000","192"
"Spices","World (quantity)","1,000 metric tons","1999","189.5"
