"category","country","unit","year","value","sheet"
"Total vegetables and preparations ","Peru","Million dollars","2008",381,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2007",329.3,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2006",278.3,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2005",221.4,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2004",168.6,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2003",129.9,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2002",109.1,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2001",86.2,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","2000",63.1,"Vegetables"
"Total vegetables and preparations ","Peru","Million dollars","1999",77.4,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2023",528.3,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2022",576.8,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2021",504,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2020",504.7,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2019",448.2,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2018",603.2,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2017",704.1,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2016",630,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2015",533.3,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2014",482.7,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2013",534.8,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2012",540.2,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2011",534.1,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2010",483.7,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2009",367.9,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2008",424.3,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2007",429.5,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2006",327.6,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2005",252.8,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2004",221.3,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2003",171.5,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2002",142.3,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2001",114.4,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","2000",97.2,"Vegetables"
"Total vegetables and preparations ","China","Million dollars","1999",109.9,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2023",416.9,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2022",417.9,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2021",382.7,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2020",368.2,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2019",362.6,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2018",309.9,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2017",348.8,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2016",357.4,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2015",340.8,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2014",317.7,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2013",282.3,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2012",279.8,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2011",288.5,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2010",315.1,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2009",279.4,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2008",302.2,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2007",293.2,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2006",277.6,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2005",300.8,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2004",325.1,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2003",305.7,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2002",276.4,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2001",257,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","2000",254.6,"Vegetables"
"Total vegetables and preparations ","Spain","Million dollars","1999",282.9,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2023",337.7,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2022",333.1,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2021",310.9,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2020",274.1,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2019",234.2,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2018",242.5,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2017",198,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2016",183.8,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2015",192.1,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2014",181.1,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2013",172,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2012",163.1,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2011",148.3,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2010",108.2,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2009",121.9,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2008",121.4,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2007",88.6,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2006",70.5,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2005",67,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2004",64.1,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2003",54.2,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2002",45.6,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2001",39.2,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","2000",43.7,"Vegetables"
"Total vegetables and preparations ","Guatemala","Million dollars","1999",46.6,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2023",317.3,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2022",225.4,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2021",173.5,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2020",162.3,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2019",112.2,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2018",67.2,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2017",39.4,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2016",37.4,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2015",35.7,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2014",30.3,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2013",26.8,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2012",33.2,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2011",26.5,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2010",20.4,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2009",21,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2008",23.7,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2007",20.6,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2006",21.9,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2005",22.5,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2004",21.8,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2003",19.5,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2002",15.3,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2001",12.5,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","2000",11.8,"Vegetables"
"Total vegetables and preparations ","Belgium","Million dollars","1999",13.9,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2023",2687.8,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2022",2632.8,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2021",2369.4,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2020",2125.8,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2019",1933.7,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2018",1867.2,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2017",1688,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2016",1582.8,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2015",1487.6,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2014",1434.9,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2013",1378.3,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2012",1458.4,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2011",1290.9,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2010",1142.4,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2009",1091.6,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2008",1136.3,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2007",1057.7,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2006",934.2,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2005",860.3,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2004",833.900000000001,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2003",773.5,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2002",715.099999999999,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2001",672.3,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","2000",656.3,"Vegetables"
"Total vegetables and preparations ","Rest of world","Million dollars","1999",696.3,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2023",19788.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2022",18258.7,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2021",16799.2,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2020",15562.1,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2019",13950.1,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2018",13398.2,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2017",12652.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2016",12393.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2015",11211.3,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2014",10865.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2013",10672.8,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2012",9884.2,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2011",9632,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2010",8683.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2009",7503.3,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2008",7787.3,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2007",7246.3,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2006",6611,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2005",6035.8,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2004",5724.5,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2003",5078.1,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2002",4386.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2001",4152.1,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","2000",3767.4,"Vegetables"
"Total vegetables and preparations ","World","Million dollars","1999",3627.6,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2023",13831.3,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2022",13691.2,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2021",13318.1,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2020",12257.7,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2019",11743.6,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2018",11645.6,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2017",11053.6,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2016",10573.1,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2015",9717.4,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2014",9560.5,"Vegetables"
"Total vegetables and preparations ","World (quantity)","1,000 metric tons","2013",8976.3,"Vegetables"
