"category","country","unit","year","value"
"Cashew nuts","Brazil","Million dollars","1999","97.3"
"Cashew nuts","Thailand","Million dollars","2023","10.4"
"Cashew nuts","Thailand","Million dollars","2022","11.1"
"Cashew nuts","Thailand","Million dollars","2021","8.4"
"Cashew nuts","Thailand","Million dollars","2020","11.7"
"Cashew nuts","Thailand","Million dollars","2019","13.3"
"Cashew nuts","Thailand","Million dollars","2018","13.3"
"Cashew nuts","Thailand","Million dollars","2017","14.2"
"Cashew nuts","Thailand","Million dollars","2016","11"
"Cashew nuts","Thailand","Million dollars","2015","15.4"
"Cashew nuts","Thailand","Million dollars","2014","11"
"Cashew nuts","Thailand","Million dollars","2013","10.4"
"Cashew nuts","Thailand","Million dollars","2012","8.4"
"Cashew nuts","Thailand","Million dollars","2011","7.8"
"Cashew nuts","Thailand","Million dollars","2010","4.9000000000000004"
"Cashew nuts","Thailand","Million dollars","2009","2.9"
"Cashew nuts","Thailand","Million dollars","2008","0"
"Cashew nuts","Thailand","Million dollars","2007","0.1"
"Cashew nuts","Thailand","Million dollars","2006","0.1"
"Cashew nuts","Thailand","Million dollars","2005","1"
"Cashew nuts","Thailand","Million dollars","2004","0.3"
"Cashew nuts","Thailand","Million dollars","2003","0.1"
"Cashew nuts","Thailand","Million dollars","2002","0"
"Cashew nuts","Thailand","Million dollars","2001","0"
"Cashew nuts","Thailand","Million dollars","2000","0.2"
"Cashew nuts","Thailand","Million dollars","1999","0.1"
"Cashew nuts","Nigeria","Million dollars","2023","7.2"
"Cashew nuts","Nigeria","Million dollars","2022","13.2"
"Cashew nuts","Nigeria","Million dollars","2021","8.8000000000000007"
"Cashew nuts","Nigeria","Million dollars","2020","6"
"Cashew nuts","Nigeria","Million dollars","2019","5.7"
"Cashew nuts","Nigeria","Million dollars","2018","6.2"
"Cashew nuts","Nigeria","Million dollars","2017","9.3000000000000007"
"Cashew nuts","Nigeria","Million dollars","2016","3.1"
"Cashew nuts","Nigeria","Million dollars","2015","1"
"Cashew nuts","Nigeria","Million dollars","2014","1"
"Cashew nuts","Nigeria","Million dollars","2013","3.3"
"Cashew nuts","Nigeria","Million dollars","2012","2.9"
"Cashew nuts","Nigeria","Million dollars","2011","4.4000000000000004"
"Cashew nuts","Nigeria","Million dollars","2010","3.3"
"Cashew nuts","Nigeria","Million dollars","2009","2.9"
"Cashew nuts","Nigeria","Million dollars","2008","2.5"
"Cashew nuts","Nigeria","Million dollars","2007","1.4"
"Cashew nuts","Nigeria","Million dollars","2006","0.2"
"Cashew nuts","Nigeria","Million dollars","2005","0.1"
"Cashew nuts","Nigeria","Million dollars","2004","0.1"
"Cashew nuts","Nigeria","Million dollars","2003","0.1"
"Cashew nuts","Nigeria","Million dollars","2002","0.1"
"Cashew nuts","Nigeria","Million dollars","2001","0.2"
"Cashew nuts","Nigeria","Million dollars","2000","0.2"
"Cashew nuts","Nigeria","Million dollars","1999","0.1"
"Cashew nuts","India","Million dollars","2023","7"
"Cashew nuts","India","Million dollars","2022","11.4"
"Cashew nuts","India","Million dollars","2021","25.5"
"Cashew nuts","India","Million dollars","2020","19.2"
"Cashew nuts","India","Million dollars","2019","37"
"Cashew nuts","India","Million dollars","2018","65.5"
"Cashew nuts","India","Million dollars","2017","198.8"
"Cashew nuts","India","Million dollars","2016","132.19999999999999"
"Cashew nuts","India","Million dollars","2015","218.9"
"Cashew nuts","India","Million dollars","2014","214.5"
"Cashew nuts","India","Million dollars","2013","265"
"Cashew nuts","India","Million dollars","2012","265.60000000000002"
"Cashew nuts","India","Million dollars","2011","307.60000000000002"
"Cashew nuts","India","Million dollars","2010","184.9"
"Cashew nuts","India","Million dollars","2009","169.3"
"Cashew nuts","India","Million dollars","2008","233.2"
"Cashew nuts","India","Million dollars","2007","198.1"
"Cashew nuts","India","Million dollars","2006","215"
"Cashew nuts","India","Million dollars","2005","261.39999999999998"
"Cashew nuts","India","Million dollars","2004","251.3"
"Cashew nuts","India","Million dollars","2003","185.1"
"Cashew nuts","India","Million dollars","2002","212.8"
"Cashew nuts","India","Million dollars","2001","215.3"
"Cashew nuts","India","Million dollars","2000","241.4"
"Cashew nuts","India","Million dollars","1999","287"
"Cashew nuts","Benin","Million dollars","2023","2.9"
"Cashew nuts","Benin","Million dollars","2022","0.8"
"Cashew nuts","Benin","Million dollars","2021","1.7"
"Cashew nuts","Benin","Million dollars","2020","3.2"
"Cashew nuts","Benin","Million dollars","2019","7.6"
"Cashew nuts","Benin","Million dollars","2018","16"
"Cashew nuts","Benin","Million dollars","2017","16.3"
"Cashew nuts","Benin","Million dollars","2016","4.5"
"Cashew nuts","Benin","Million dollars","2015","3.9"
"Cashew nuts","Benin","Million dollars","2014","3.5"
"Cashew nuts","Benin","Million dollars","2013","2.6"
"Cashew nuts","Benin","Million dollars","2012","0.8"
"Cashew nuts","Benin","Million dollars","2011","0.1"
"Cashew nuts","Benin","Million dollars","2010","0"
"Cashew nuts","Benin","Million dollars","2009","0.2"
"Cashew nuts","Benin","Million dollars","2008","0"
"Cashew nuts","Benin","Million dollars","2007","0"
"Cashew nuts","Benin","Million dollars","2006","0"
"Cashew nuts","Benin","Million dollars","2005","0"
"Cashew nuts","Benin","Million dollars","2004","0"
"Cashew nuts","Benin","Million dollars","2003","0"
"Cashew nuts","Benin","Million dollars","2002","0"
"Cashew nuts","Benin","Million dollars","2001","0"
"Cashew nuts","Benin","Million dollars","2000","0"
"Cashew nuts","Benin","Million dollars","1999","0"
"Cashew nuts","Rest of world","Million dollars","2023","8.4999999999998899"
"Cashew nuts","Rest of world","Million dollars","2022","10.7"
"Cashew nuts","Rest of world","Million dollars","2021","21.099999999999898"
"Cashew nuts","Rest of world","Million dollars","2020","37.699999999999797"
"Cashew nuts","Rest of world","Million dollars","2019","50"
"Cashew nuts","Rest of world","Million dollars","2018","56.7"
"Cashew nuts","Rest of world","Million dollars","2017","70.599999999999895"
"Cashew nuts","Rest of world","Million dollars","2016","64.2"
"Cashew nuts","Rest of world","Million dollars","2015","49.599999999999902"
"Cashew nuts","Rest of world","Million dollars","2014","44.800000000000097"
"Cashew nuts","Rest of world","Million dollars","2013","46.9"
"Cashew nuts","Rest of world","Million dollars","2012","30.6"
"Cashew nuts","Rest of world","Million dollars","2011","25.4"
"Cashew nuts","Rest of world","Million dollars","2010","28.499999999999901"
"Cashew nuts","Rest of world","Million dollars","2009","20.8"
"Cashew nuts","Rest of world","Million dollars","2008","27.7"
"Cashew nuts","Rest of world","Million dollars","2007","24.1999999999999"
"Cashew nuts","Rest of world","Million dollars","2006","19.7"
"Cashew nuts","Rest of world","Million dollars","2005","15.7"
"Cashew nuts","Rest of world","Million dollars","2004","8.6000000000000192"
"Cashew nuts","Rest of world","Million dollars","2003","6.8999999999999799"
"Cashew nuts","Rest of world","Million dollars","2002","6.3999999999999799"
"Cashew nuts","Rest of world","Million dollars","2001","7.6999999999999904"
"Cashew nuts","Rest of world","Million dollars","2000","21.6"
"Cashew nuts","Rest of world","Million dollars","1999","18.3"
"Cashew nuts","World","Million dollars","2023","817.4"
"Cashew nuts","World","Million dollars","2022","934.6"
"Cashew nuts","World","Million dollars","2021","1185"
"Cashew nuts","World","Million dollars","2020","1082.5999999999999"
"Cashew nuts","World","Million dollars","2019","1183.8"
"Cashew nuts","World","Million dollars","2018","1449"
"Cashew nuts","World","Million dollars","2017","1565.1"
"Cashew nuts","World","Million dollars","2016","1216.9000000000001"
"Cashew nuts","World","Million dollars","2015","1150.3"
"Cashew nuts","World","Million dollars","2014","942"
"Cashew nuts","World","Million dollars","2013","913.4"
"Cashew nuts","World","Million dollars","2012","810.6"
"Cashew nuts","World","Million dollars","2011","891.9"
"Cashew nuts","World","Million dollars","2010","706.3"
"Cashew nuts","World","Million dollars","2009","590.9"
"Cashew nuts","World","Million dollars","2008","641.1"
"Cashew nuts","World","Million dollars","2007","567.4"
"Cashew nuts","World","Million dollars","2006","510.6"
"Cashew nuts","World","Million dollars","2005","551.4"
"Cashew nuts","World","Million dollars","2004","552.6"
"Cashew nuts","World","Million dollars","2003","389.7"
"Cashew nuts","World","Million dollars","2002","361.7"
"Cashew nuts","World","Million dollars","2001","352.8"
"Cashew nuts","World","Million dollars","2000","440"
"Cashew nuts","World","Million dollars","1999","426.1"
"Cashew nuts","World (quantity)","1,000 metric tons","2023","143.69999999999999"
"Cashew nuts","World (quantity)","1,000 metric tons","2022","148.30000000000001"
"Cashew nuts","World (quantity)","1,000 metric tons","2021","183.4"
"Cashew nuts","World (quantity)","1,000 metric tons","2020","167.2"
"Cashew nuts","World (quantity)","1,000 metric tons","2019","154.9"
"Cashew nuts","World (quantity)","1,000 metric tons","2018","152.69999999999999"
"Cashew nuts","World (quantity)","1,000 metric tons","2017","153.80000000000001"
"Cashew nuts","World (quantity)","1,000 metric tons","2016","147.30000000000001"
"Cashew nuts","World (quantity)","1,000 metric tons","2015","152.80000000000001"
"Cashew nuts","World (quantity)","1,000 metric tons","2014","138.30000000000001"
"Cashew nuts","World (quantity)","1,000 metric tons","2013","131.9"
"Cashew nuts","World (quantity)","1,000 metric tons","2012","109.9"
"Cashew nuts","World (quantity)","1,000 metric tons","2011","105.9"
"Cashew nuts","World (quantity)","1,000 metric tons","2010","121.3"
"Cashew nuts","World (quantity)","1,000 metric tons","2009","118.2"
"Cashew nuts","World (quantity)","1,000 metric tons","2008","113.5"
"Cashew nuts","World (quantity)","1,000 metric tons","2007","126.7"
"Cashew nuts","World (quantity)","1,000 metric tons","2006","115.6"
"Cashew nuts","World (quantity)","1,000 metric tons","2005","114.5"
"Cashew nuts","World (quantity)","1,000 metric tons","2004","131.6"
"Cashew nuts","World (quantity)","1,000 metric tons","2003","103.1"
"Cashew nuts","World (quantity)","1,000 metric tons","2002","97.3"
"Cashew nuts","World (quantity)","1,000 metric tons","2001","84.8"
"Cashew nuts","World (quantity)","1,000 metric tons","2000","82.5"
"Cashew nuts","World (quantity)","1,000 metric tons","1999","72.7"
"Prepared tree nuts 3/","Vietnam","Million dollars","2023","224"
"Prepared tree nuts 3/","Vietnam","Million dollars","2022","207.5"
"Prepared tree nuts 3/","Vietnam","Million dollars","2021","139.69999999999999"
"Prepared tree nuts 3/","Vietnam","Million dollars","2020","89.6"
"Prepared tree nuts 3/","Vietnam","Million dollars","2019","83.3"
"Prepared tree nuts 3/","Vietnam","Million dollars","2018","91.5"
"Prepared tree nuts 3/","Vietnam","Million dollars","2017","66.400000000000006"
"Prepared tree nuts 3/","Vietnam","Million dollars","2016","47"
"Prepared tree nuts 3/","Vietnam","Million dollars","2015","37"
"Prepared tree nuts 3/","Vietnam","Million dollars","2014","24.9"
"Prepared tree nuts 3/","Vietnam","Million dollars","2013","17.3"
"Prepared tree nuts 3/","Vietnam","Million dollars","2012","10.7"
"Prepared tree nuts 3/","Vietnam","Million dollars","2011","8.9"
"Prepared tree nuts 3/","Vietnam","Million dollars","2010","10"
"Prepared tree nuts 3/","Vietnam","Million dollars","2009","12"
"Prepared tree nuts 3/","Vietnam","Million dollars","2008","20"
"Prepared tree nuts 3/","Vietnam","Million dollars","2007","22.7"
"Prepared tree nuts 3/","Vietnam","Million dollars","2006","15.5"
"Prepared tree nuts 3/","Vietnam","Million dollars","2005","14.2"
"Prepared tree nuts 3/","Vietnam","Million dollars","2004","3.4"
"Prepared tree nuts 3/","Vietnam","Million dollars","2003","1.5"
"Prepared tree nuts 3/","Vietnam","Million dollars","2002","0.9"
"Prepared tree nuts 3/","Vietnam","Million dollars","2001","0.1"
"Prepared tree nuts 3/","Vietnam","Million dollars","2000","0.1"
"Prepared tree nuts 3/","Vietnam","Million dollars","1999","0.4"
"Prepared tree nuts 3/","Thailand","Million dollars","2023","88.1"
"Prepared tree nuts 3/","Thailand","Million dollars","2022","104"
"Prepared tree nuts 3/","Thailand","Million dollars","2021","95.1"
"Prepared tree nuts 3/","Thailand","Million dollars","2020","70.5"
"Prepared tree nuts 3/","Thailand","Million dollars","2019","70.5"
"Prepared tree nuts 3/","Thailand","Million dollars","2018","83.8"
"Prepared tree nuts 3/","Thailand","Million dollars","2017","89.1"
"Prepared tree nuts 3/","Thailand","Million dollars","2016","77.8"
"Prepared tree nuts 3/","Thailand","Million dollars","2015","81.900000000000006"
"Prepared tree nuts 3/","Thailand","Million dollars","2014","67.7"
"Prepared tree nuts 3/","Thailand","Million dollars","2013","52.8"
"Prepared tree nuts 3/","Thailand","Million dollars","2012","44.3"
"Prepared tree nuts 3/","Thailand","Million dollars","2011","41"
"Prepared tree nuts 3/","Thailand","Million dollars","2010","29.5"
"Prepared tree nuts 3/","Thailand","Million dollars","2009","27.1"
"Prepared tree nuts 3/","Thailand","Million dollars","2008","19"
"Prepared tree nuts 3/","Thailand","Million dollars","2007","13.8"
"Prepared tree nuts 3/","Thailand","Million dollars","2006","14.8"
"Prepared tree nuts 3/","Thailand","Million dollars","2005","15.6"
"Prepared tree nuts 3/","Thailand","Million dollars","2004","12.9"
"Prepared tree nuts 3/","Thailand","Million dollars","2003","7.1"
"Prepared tree nuts 3/","Thailand","Million dollars","2002","4.5999999999999996"
"Prepared tree nuts 3/","Thailand","Million dollars","2001","7.1"
"Prepared tree nuts 3/","Thailand","Million dollars","2000","5.9"
"Prepared tree nuts 3/","Thailand","Million dollars","1999","6.2"
"Prepared tree nuts 3/","Canada","Million dollars","2023","73.5"
"Prepared tree nuts 3/","Canada","Million dollars","2022","122"
"Prepared tree nuts 3/","Canada","Million dollars","2021","151.1"
"Prepared tree nuts 3/","Canada","Million dollars","2020","102.5"
"Prepared tree nuts 3/","Canada","Million dollars","2019","96.4"
"Prepared tree nuts 3/","Canada","Million dollars","2018","99.3"
"Prepared tree nuts 3/","Canada","Million dollars","2017","96.8"
"Prepared tree nuts 3/","Canada","Million dollars","2016","80.8"
"Prepared tree nuts 3/","Canada","Million dollars","2015","86.2"
"Prepared tree nuts 3/","Canada","Million dollars","2014","52.6"
"Prepared tree nuts 3/","Canada","Million dollars","2013","29"
"Prepared tree nuts 3/","Canada","Million dollars","2012","22.9"
"Prepared tree nuts 3/","Canada","Million dollars","2011","20.2"
"Prepared tree nuts 3/","Canada","Million dollars","2010","13"
"Prepared tree nuts 3/","Canada","Million dollars","2009","12.3"
"Prepared tree nuts 3/","Canada","Million dollars","2008","14.1"
"Prepared tree nuts 3/","Canada","Million dollars","2007","11.5"
"Prepared tree nuts 3/","Canada","Million dollars","2006","10.4"
"Prepared tree nuts 3/","Canada","Million dollars","2005","9"
"Prepared tree nuts 3/","Canada","Million dollars","2004","8.8000000000000007"
"Prepared tree nuts 3/","Canada","Million dollars","2003","6.2"
"Prepared tree nuts 3/","Canada","Million dollars","2002","8"
"Prepared tree nuts 3/","Canada","Million dollars","2001","6.2"
"Prepared tree nuts 3/","Canada","Million dollars","2000","2.8"
"Prepared tree nuts 3/","Canada","Million dollars","1999","2.7"
"Prepared tree nuts 3/","Mexico","Million dollars","2023","50.8"
"Prepared tree nuts 3/","Mexico","Million dollars","2022","35.799999999999997"
"Prepared tree nuts 3/","Mexico","Million dollars","2021","38.700000000000003"
"Prepared tree nuts 3/","Mexico","Million dollars","2020","30.6"
"Prepared tree nuts 3/","Mexico","Million dollars","2019","24"
"Prepared tree nuts 3/","Mexico","Million dollars","2018","26.6"
"Prepared tree nuts 3/","Mexico","Million dollars","2017","34.799999999999997"
"Prepared tree nuts 3/","Mexico","Million dollars","2016","31.8"
"Prepared tree nuts 3/","Mexico","Million dollars","2015","33.299999999999997"
"Prepared tree nuts 3/","Mexico","Million dollars","2014","31.1"
"Prepared tree nuts 3/","Mexico","Million dollars","2013","18.2"
"Prepared tree nuts 3/","Mexico","Million dollars","2012","17.8"
"Prepared tree nuts 3/","Mexico","Million dollars","2011","19"
"Prepared tree nuts 3/","Mexico","Million dollars","2010","12.1"
"Prepared tree nuts 3/","Mexico","Million dollars","2009","7.8"
"Prepared tree nuts 3/","Mexico","Million dollars","2008","4.7"
"Prepared tree nuts 3/","Mexico","Million dollars","2007","3.2"
"Prepared tree nuts 3/","Mexico","Million dollars","2006","2.1"
"Prepared tree nuts 3/","Mexico","Million dollars","2005","1.9"
"Prepared tree nuts 3/","Mexico","Million dollars","2004","1.2"
"Prepared tree nuts 3/","Mexico","Million dollars","2003","1.6"
"Prepared tree nuts 3/","Mexico","Million dollars","2002","1.3"
"Prepared tree nuts 3/","Mexico","Million dollars","2001","1.2"
"Prepared tree nuts 3/","Mexico","Million dollars","2000","0.1"
"Prepared tree nuts 3/","Mexico","Million dollars","1999","0.1"
"Prepared tree nuts 3/","India","Million dollars","2023","27.1"
"Prepared tree nuts 3/","India","Million dollars","2022","22.8"
"Prepared tree nuts 3/","India","Million dollars","2021","19.600000000000001"
"Prepared tree nuts 3/","India","Million dollars","2020","19.3"
"Prepared tree nuts 3/","India","Million dollars","2019","19.8"
"Prepared tree nuts 3/","India","Million dollars","2018","20.9"
"Prepared tree nuts 3/","India","Million dollars","2017","27.7"
"Prepared tree nuts 3/","India","Million dollars","2016","17.7"
"Prepared tree nuts 3/","India","Million dollars","2015","14"
"Prepared tree nuts 3/","India","Million dollars","2014","10.4"
"Prepared tree nuts 3/","India","Million dollars","2013","15.2"
"Prepared tree nuts 3/","India","Million dollars","2012","16.100000000000001"
"Prepared tree nuts 3/","India","Million dollars","2011","8.9"
"Prepared tree nuts 3/","India","Million dollars","2010","4.7"
"Prepared tree nuts 3/","India","Million dollars","2009","4"
"Prepared tree nuts 3/","India","Million dollars","2008","3.7"
"Prepared tree nuts 3/","India","Million dollars","2007","4.4000000000000004"
"Prepared tree nuts 3/","India","Million dollars","2006","4"
"Prepared tree nuts 3/","India","Million dollars","2005","5.0999999999999996"
"Prepared tree nuts 3/","India","Million dollars","2004","5.5"
"Prepared tree nuts 3/","India","Million dollars","2003","7.8"
"Prepared tree nuts 3/","India","Million dollars","2002","6.8"
"Prepared tree nuts 3/","India","Million dollars","2001","5.8"
"Prepared tree nuts 3/","India","Million dollars","2000","6.8"
"Prepared tree nuts 3/","India","Million dollars","1999","9.8000000000000007"
"Prepared tree nuts 3/","Turkey","Million dollars","2023","25.5"
"Prepared tree nuts 3/","Turkey","Million dollars","2022","22.7"
"Prepared tree nuts 3/","Turkey","Million dollars","2021","21.6"
"Prepared tree nuts 3/","Turkey","Million dollars","2020","18.600000000000001"
"Prepared tree nuts 3/","Turkey","Million dollars","2019","17.100000000000001"
"Prepared tree nuts 3/","Turkey","Million dollars","2018","15.7"
"Prepared tree nuts 3/","Turkey","Million dollars","2017","15.9"
"Prepared tree nuts 3/","Turkey","Million dollars","2016","12"
"Prepared tree nuts 3/","Turkey","Million dollars","2015","16.899999999999999"
"Prepared tree nuts 3/","Turkey","Million dollars","2014","24.6"
"Prepared tree nuts 3/","Turkey","Million dollars","2013","20.399999999999999"
"Prepared tree nuts 3/","Turkey","Million dollars","2012","13.9"
"Prepared tree nuts 3/","Turkey","Million dollars","2011","14.5"
"Prepared tree nuts 3/","Turkey","Million dollars","2010","12.2"
"Prepared tree nuts 3/","Turkey","Million dollars","2009","8.4"
"Prepared tree nuts 3/","Turkey","Million dollars","2008","12.1"
"Prepared tree nuts 3/","Turkey","Million dollars","2007","9.6999999999999993"
"Prepared tree nuts 3/","Turkey","Million dollars","2006","9"
"Prepared tree nuts 3/","Turkey","Million dollars","2005","9.4"
"Prepared tree nuts 3/","Turkey","Million dollars","2004","5.5"
"Prepared tree nuts 3/","Turkey","Million dollars","2003","4.7"
"Prepared tree nuts 3/","Turkey","Million dollars","2002","1.3"
"Prepared tree nuts 3/","Turkey","Million dollars","2001","2.2000000000000002"
"Prepared tree nuts 3/","Turkey","Million dollars","2000","1.8"
"Prepared tree nuts 3/","Turkey","Million dollars","1999","1"
"Prepared tree nuts 3/","Israel","Million dollars","2023","21.8"
"Prepared tree nuts 3/","Israel","Million dollars","2022","30.4"
"Prepared tree nuts 3/","Israel","Million dollars","2021","26.8"
"Prepared tree nuts 3/","Israel","Million dollars","2020","30.2"
"Prepared tree nuts 3/","Israel","Million dollars","2019","33.299999999999997"
"Prepared tree nuts 3/","Israel","Million dollars","2018","30.2"
"Prepared tree nuts 3/","Israel","Million dollars","2017","22.8"
"Prepared tree nuts 3/","Israel","Million dollars","2016","26.5"
"Prepared tree nuts 3/","Israel","Million dollars","2015","37.700000000000003"
"Prepared tree nuts 3/","Israel","Million dollars","2014","38.9"
"Prepared tree nuts 3/","Israel","Million dollars","2013","31.4"
"Prepared tree nuts 3/","Israel","Million dollars","2012","18.899999999999999"
"Prepared tree nuts 3/","Israel","Million dollars","2011","13.8"
"Prepared tree nuts 3/","Israel","Million dollars","2010","9.4"
"Prepared tree nuts 3/","Israel","Million dollars","2009","7.3"
"Prepared tree nuts 3/","Israel","Million dollars","2008","8"
"Prepared tree nuts 3/","Israel","Million dollars","2007","6.7"
"Prepared tree nuts 3/","Israel","Million dollars","2006","3.4"
"Prepared tree nuts 3/","Israel","Million dollars","2005","3.4"
"Prepared tree nuts 3/","Israel","Million dollars","2004","2.2999999999999998"
"Prepared tree nuts 3/","Israel","Million dollars","2003","1.5"
"Prepared tree nuts 3/","Israel","Million dollars","2002","0.9"
"Prepared tree nuts 3/","Israel","Million dollars","2001","1.1000000000000001"
"Prepared tree nuts 3/","Israel","Million dollars","2000","0.7"
"Prepared tree nuts 3/","Israel","Million dollars","1999","0.4"
"Prepared tree nuts 3/","Rest of world","Million dollars","2023","118.9"
"Prepared tree nuts 3/","Rest of world","Million dollars","2022","144.19999999999999"
"Prepared tree nuts 3/","Rest of world","Million dollars","2021","144.4"
"Prepared tree nuts 3/","Rest of world","Million dollars","2020","111.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2019","124.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2018","122"
"Prepared tree nuts 3/","Rest of world","Million dollars","2017","111.3"
"Prepared tree nuts 3/","Rest of world","Million dollars","2016","100.5"
"Prepared tree nuts 3/","Rest of world","Million dollars","2015","95.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2014","85.4"
"Prepared tree nuts 3/","Rest of world","Million dollars","2013","79.7"
"Prepared tree nuts 3/","Rest of world","Million dollars","2012","72.3"
"Prepared tree nuts 3/","Rest of world","Million dollars","2011","57.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2010","54.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2009","60.7"
"Prepared tree nuts 3/","Rest of world","Million dollars","2008","63.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2007","58.7"
"Prepared tree nuts 3/","Rest of world","Million dollars","2006","46.8"
"Prepared tree nuts 3/","Rest of world","Million dollars","2005","40.5"
"Prepared tree nuts 3/","Rest of world","Million dollars","2004","32.799999999999997"
"Prepared tree nuts 3/","Rest of world","Million dollars","2003","23.8"
"Prepared tree nuts 3/","Rest of world","Million dollars","2002","20.5"
"Prepared tree nuts 3/","Rest of world","Million dollars","2001","22.2"
"Prepared tree nuts 3/","Rest of world","Million dollars","2000","27.7"
"Prepared tree nuts 3/","Rest of world","Million dollars","1999","28.9"
"Prepared tree nuts 3/","World","Million dollars","2023","629.70000000000005"
"Prepared tree nuts 3/","World","Million dollars","2022","689.4"
"Prepared tree nuts 3/","World","Million dollars","2021","637"
"Prepared tree nuts 3/","World","Million dollars","2020","472.5"
"Prepared tree nuts 3/","World","Million dollars","2019","468.6"
"Prepared tree nuts 3/","World","Million dollars","2018","490"
"Prepared tree nuts 3/","World","Million dollars","2017","464.8"
"Prepared tree nuts 3/","World","Million dollars","2016","394.1"
"Prepared tree nuts 3/","World","Million dollars","2015","402.2"
"Prepared tree nuts 3/","World","Million dollars","2014","335.6"
"Prepared tree nuts 3/","World","Million dollars","2013","264"
"Prepared tree nuts 3/","World","Million dollars","2012","216.9"
"Prepared tree nuts 3/","World","Million dollars","2011","183.5"
"Prepared tree nuts 3/","World","Million dollars","2010","145.1"
"Prepared tree nuts 3/","World","Million dollars","2009","139.6"
"Prepared tree nuts 3/","World","Million dollars","2008","144.80000000000001"
"Prepared tree nuts 3/","World","Million dollars","2007","130.69999999999999"
"Prepared tree nuts 3/","World","Million dollars","2006","106"
"Prepared tree nuts 3/","World","Million dollars","2005","99.1"
"Prepared tree nuts 3/","World","Million dollars","2004","72.400000000000006"
"Prepared tree nuts 3/","World","Million dollars","2003","54.2"
"Prepared tree nuts 3/","World","Million dollars","2002","44.3"
"Prepared tree nuts 3/","World","Million dollars","2001","45.9"
"Prepared tree nuts 3/","World","Million dollars","2000","45.9"
"Prepared tree nuts 3/","World","Million dollars","1999","49.5"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2023","122.3"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2022","132.19999999999999"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2021","134.6"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2020","98.6"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2019","88.8"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2018","98.7"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2017","106"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2016","92.1"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2015","87.8"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2014","73.2"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2013","59.7"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2012","52.3"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2011","46.9"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2010","40.799999999999997"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2009","36.799999999999997"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2008","36.4"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2007","38.299999999999997"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2006","33.299999999999997"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2005","29.7"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2004","24.3"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2003","23.8"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2002","22.9"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2001","25.5"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","2000","22.3"
"Prepared tree nuts 3/","World (quantity)","1,000 metric tons","1999","21.8"
"Ground nuts","Mexico","Million dollars","2023","66.7"
"Ground nuts","Mexico","Million dollars","2022","53.2"
"Ground nuts","Mexico","Million dollars","2021","45"
"Ground nuts","Mexico","Million dollars","2020","37.9"
"Ground nuts","Mexico","Million dollars","2019","34.4"
"Ground nuts","Mexico","Million dollars","2018","40.9"
"Ground nuts","Mexico","Million dollars","2017","38.9"
"Ground nuts","Mexico","Million dollars","2016","33.6"
"Ground nuts","Mexico","Million dollars","2015","32.299999999999997"
"Ground nuts","Mexico","Million dollars","2014","33.700000000000003"
"Ground nuts","Mexico","Million dollars","2013","33.6"
"Ground nuts","Mexico","Million dollars","2012","46.9"
"Ground nuts","Mexico","Million dollars","2011","28.5"
"Ground nuts","Mexico","Million dollars","2010","19.7"
"Ground nuts","Mexico","Million dollars","2009","15.2"
"Ground nuts","Mexico","Million dollars","2008","18"
"Ground nuts","Mexico","Million dollars","2007","12"
"Ground nuts","Mexico","Million dollars","2006","8.6"
"Ground nuts","Mexico","Million dollars","2005","8.8000000000000007"
"Ground nuts","Mexico","Million dollars","2004","4.3"
"Ground nuts","Mexico","Million dollars","2003","7.8"
"Ground nuts","Mexico","Million dollars","2002","10.3"
"Ground nuts","Mexico","Million dollars","2001","11.2"
"Ground nuts","Mexico","Million dollars","2000","7.9"
