"category","country","unit","year","value","sheet"
"Butter or spreads","Ireland","Million dollars","2005",3.5,"Dairy"
"Butter or spreads","Ireland","Million dollars","2004",2.4,"Dairy"
"Butter or spreads","Ireland","Million dollars","2003",1.1,"Dairy"
"Butter or spreads","Ireland","Million dollars","2002",1,"Dairy"
"Butter or spreads","Ireland","Million dollars","2001",0.6,"Dairy"
"Butter or spreads","Ireland","Million dollars","2000",0.4,"Dairy"
"Butter or spreads","Ireland","Million dollars","1999",0.6,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2023",93.9,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2022",58.5,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2021",30.6,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2020",19.3,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2019",23.1,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2018",32.7,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2017",30.3,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2016",27.4,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2015",26.2,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2014",24.5,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2013",7.5,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2012",25.7,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2011",31.2,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2010",9.8,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2009",18.8,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2008",25.8,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2007",14.6,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2006",18.3,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2005",20.9,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2004",23,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2003",14.1,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2002",14.1,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2001",32.2,"Dairy"
"Butter or spreads","New Zealand","Million dollars","2000",14.2,"Dairy"
"Butter or spreads","New Zealand","Million dollars","1999",19.5,"Dairy"
"Butter or spreads","Mexico","Million dollars","2023",44.8,"Dairy"
"Butter or spreads","Mexico","Million dollars","2022",14.5,"Dairy"
"Butter or spreads","Mexico","Million dollars","2021",7.9,"Dairy"
"Butter or spreads","Mexico","Million dollars","2020",36.1,"Dairy"
"Butter or spreads","Mexico","Million dollars","2019",57.2,"Dairy"
"Butter or spreads","Mexico","Million dollars","2018",47,"Dairy"
"Butter or spreads","Mexico","Million dollars","2017",33.4,"Dairy"
"Butter or spreads","Mexico","Million dollars","2016",47.3,"Dairy"
"Butter or spreads","Mexico","Million dollars","2015",29.4,"Dairy"
"Butter or spreads","Mexico","Million dollars","2014",7.1,"Dairy"
"Butter or spreads","Mexico","Million dollars","2013",6.5,"Dairy"
"Butter or spreads","Mexico","Million dollars","2012",3.8,"Dairy"
"Butter or spreads","Mexico","Million dollars","2011",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","2010",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","2009",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","2008",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","2007",1.1,"Dairy"
"Butter or spreads","Mexico","Million dollars","2006",1.2,"Dairy"
"Butter or spreads","Mexico","Million dollars","2005",1.8,"Dairy"
"Butter or spreads","Mexico","Million dollars","2004",2,"Dairy"
"Butter or spreads","Mexico","Million dollars","2003",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","2002",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","2001",0.2,"Dairy"
"Butter or spreads","Mexico","Million dollars","2000",0,"Dairy"
"Butter or spreads","Mexico","Million dollars","1999",0,"Dairy"
"Butter or spreads","France","Million dollars","2023",25.1,"Dairy"
"Butter or spreads","France","Million dollars","2022",21.9,"Dairy"
"Butter or spreads","France","Million dollars","2021",18.1,"Dairy"
"Butter or spreads","France","Million dollars","2020",13,"Dairy"
"Butter or spreads","France","Million dollars","2019",14.1,"Dairy"
"Butter or spreads","France","Million dollars","2018",15,"Dairy"
"Butter or spreads","France","Million dollars","2017",12.1,"Dairy"
"Butter or spreads","France","Million dollars","2016",10.1,"Dairy"
"Butter or spreads","France","Million dollars","2015",20.7,"Dairy"
"Butter or spreads","France","Million dollars","2014",14,"Dairy"
"Butter or spreads","France","Million dollars","2013",5.5,"Dairy"
"Butter or spreads","France","Million dollars","2012",3.5,"Dairy"
"Butter or spreads","France","Million dollars","2011",2.5,"Dairy"
"Butter or spreads","France","Million dollars","2010",2.9,"Dairy"
"Butter or spreads","France","Million dollars","2009",2.7,"Dairy"
"Butter or spreads","France","Million dollars","2008",3.2,"Dairy"
"Butter or spreads","France","Million dollars","2007",3.1,"Dairy"
"Butter or spreads","France","Million dollars","2006",2.1,"Dairy"
"Butter or spreads","France","Million dollars","2005",2,"Dairy"
"Butter or spreads","France","Million dollars","2004",1.6,"Dairy"
"Butter or spreads","France","Million dollars","2003",1.9,"Dairy"
"Butter or spreads","France","Million dollars","2002",1.7,"Dairy"
"Butter or spreads","France","Million dollars","2001",1.2,"Dairy"
"Butter or spreads","France","Million dollars","2000",0.8,"Dairy"
"Butter or spreads","France","Million dollars","1999",0.9,"Dairy"
"Butter or spreads","India","Million dollars","2023",11.7,"Dairy"
"Butter or spreads","India","Million dollars","2022",12.8,"Dairy"
"Butter or spreads","India","Million dollars","2021",7.4,"Dairy"
"Butter or spreads","India","Million dollars","2020",13,"Dairy"
"Butter or spreads","India","Million dollars","2019",6.6,"Dairy"
"Butter or spreads","India","Million dollars","2018",7.3,"Dairy"
"Butter or spreads","India","Million dollars","2017",3.2,"Dairy"
"Butter or spreads","India","Million dollars","2016",1.3,"Dairy"
"Butter or spreads","India","Million dollars","2015",1.3,"Dairy"
"Butter or spreads","India","Million dollars","2014",1.6,"Dairy"
"Butter or spreads","India","Million dollars","2013",0.8,"Dairy"
"Butter or spreads","India","Million dollars","2012",0.9,"Dairy"
"Butter or spreads","India","Million dollars","2011",1.4,"Dairy"
"Butter or spreads","India","Million dollars","2010",1.5,"Dairy"
"Butter or spreads","India","Million dollars","2009",0.8,"Dairy"
"Butter or spreads","India","Million dollars","2008",0.9,"Dairy"
"Butter or spreads","India","Million dollars","2007",0.8,"Dairy"
"Butter or spreads","India","Million dollars","2006",0.2,"Dairy"
"Butter or spreads","India","Million dollars","2005",0.6,"Dairy"
"Butter or spreads","India","Million dollars","2004",0.6,"Dairy"
"Butter or spreads","India","Million dollars","2003",0.3,"Dairy"
"Butter or spreads","India","Million dollars","2002",0.3,"Dairy"
"Butter or spreads","India","Million dollars","2001",0.2,"Dairy"
"Butter or spreads","India","Million dollars","2000",0.2,"Dairy"
"Butter or spreads","India","Million dollars","1999",0.1,"Dairy"
"Butter or spreads","Chile","Million dollars","2023",3.1,"Dairy"
"Butter or spreads","Chile","Million dollars","2022",5,"Dairy"
"Butter or spreads","Chile","Million dollars","2021",1.9,"Dairy"
"Butter or spreads","Chile","Million dollars","2020",6.3,"Dairy"
"Butter or spreads","Chile","Million dollars","2019",7.7,"Dairy"
"Butter or spreads","Chile","Million dollars","2018",0.4,"Dairy"
"Butter or spreads","Chile","Million dollars","2017",4.8,"Dairy"
"Butter or spreads","Chile","Million dollars","2016",3.8,"Dairy"
"Butter or spreads","Chile","Million dollars","2015",2.6,"Dairy"
"Butter or spreads","Chile","Million dollars","2014",0.1,"Dairy"
"Butter or spreads","Chile","Million dollars","2013",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2012",0.2,"Dairy"
"Butter or spreads","Chile","Million dollars","2011",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2010",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2009",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2008",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2007",1.5,"Dairy"
"Butter or spreads","Chile","Million dollars","2006",0.5,"Dairy"
"Butter or spreads","Chile","Million dollars","2005",1,"Dairy"
"Butter or spreads","Chile","Million dollars","2004",0.2,"Dairy"
"Butter or spreads","Chile","Million dollars","2003",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2002",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2001",0,"Dairy"
"Butter or spreads","Chile","Million dollars","2000",0,"Dairy"
"Butter or spreads","Chile","Million dollars","1999",0,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2023",18.1999999999999,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2022",20.9,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2021",24.7,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2020",36.1,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2019",37.4,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2018",25.4,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2017",17.4,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2016",27.7,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2015",23,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2014",14.6,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2013",13.1,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2012",16.3,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2011",11.6,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2010",23.8,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2009",17.9,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2008",13.5,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2007",39.7,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2006",37.1,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2005",59.2,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2004",59.3,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2003",24.4,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2002",29.4,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2001",50.7,"Dairy"
"Butter or spreads","Rest of world","Million dollars","2000",14.3,"Dairy"
"Butter or spreads","Rest of world","Million dollars","1999",26.6,"Dairy"
"Butter or spreads","World","Million dollars","2023",541.9,"Dairy"
"Butter or spreads","World","Million dollars","2022",467.6,"Dairy"
"Butter or spreads","World","Million dollars","2021",363,"Dairy"
"Butter or spreads","World","Million dollars","2020",336.3,"Dairy"
"Butter or spreads","World","Million dollars","2019",359.5,"Dairy"
"Butter or spreads","World","Million dollars","2018",309,"Dairy"
"Butter or spreads","World","Million dollars","2017",212.8,"Dairy"
"Butter or spreads","World","Million dollars","2016",186.6,"Dairy"
"Butter or spreads","World","Million dollars","2015",151,"Dairy"
"Butter or spreads","World","Million dollars","2014",93.8,"Dairy"
"Butter or spreads","World","Million dollars","2013",52,"Dairy"
"Butter or spreads","World","Million dollars","2012",62.2,"Dairy"
"Butter or spreads","World","Million dollars","2011",57.3,"Dairy"
"Butter or spreads","World","Million dollars","2010",45.8,"Dairy"
"Butter or spreads","World","Million dollars","2009",44.2,"Dairy"
"Butter or spreads","World","Million dollars","2008",49,"Dairy"
"Butter or spreads","World","Million dollars","2007",64.7,"Dairy"
"Butter or spreads","World","Million dollars","2006",62.9,"Dairy"
"Butter or spreads","World","Million dollars","2005",89,"Dairy"
"Butter or spreads","World","Million dollars","2004",89.1,"Dairy"
"Butter or spreads","World","Million dollars","2003",41.8,"Dairy"
"Butter or spreads","World","Million dollars","2002",46.5,"Dairy"
"Butter or spreads","World","Million dollars","2001",85.1,"Dairy"
"Butter or spreads","World","Million dollars","2000",29.9,"Dairy"
"Butter or spreads","World","Million dollars","1999",47.7,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2023",73,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2022",67.6,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2021",59.2,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2020",64.4,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2019",61,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2018",54.7,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2017",38.8,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2016",42.9,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2015",35.3,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2014",19.8,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2013",10.9,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2012",15.6,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2011",11.5,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2010",15.2,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2009",18.5,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2008",15.5,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2007",29.1,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2006",31.7,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2005",39.3,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2004",41.3,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2003",26.3,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2002",31,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2001",49.9,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","2000",19.2,"Dairy"
"Butter or spreads","World (quantity)","1,000 metric tons","1999",26.2,"Dairy"
