"category","country","unit","year","value","sheet"
"Confections ","Mexico","Million dollars","2001",134.9,"Sweets"
"Confections ","Mexico","Million dollars","2000",133,"Sweets"
"Confections ","Mexico","Million dollars","1999",129,"Sweets"
"Confections ","Canada","Million dollars","2023",615.1,"Sweets"
"Confections ","Canada","Million dollars","2022",556.5,"Sweets"
"Confections ","Canada","Million dollars","2021",465.5,"Sweets"
"Confections ","Canada","Million dollars","2020",423.9,"Sweets"
"Confections ","Canada","Million dollars","2019",450.7,"Sweets"
"Confections ","Canada","Million dollars","2018",496.5,"Sweets"
"Confections ","Canada","Million dollars","2017",501,"Sweets"
"Confections ","Canada","Million dollars","2016",499,"Sweets"
"Confections ","Canada","Million dollars","2015",491.9,"Sweets"
"Confections ","Canada","Million dollars","2014",507.9,"Sweets"
"Confections ","Canada","Million dollars","2013",494.7,"Sweets"
"Confections ","Canada","Million dollars","2012",472.2,"Sweets"
"Confections ","Canada","Million dollars","2011",439.3,"Sweets"
"Confections ","Canada","Million dollars","2010",410.1,"Sweets"
"Confections ","Canada","Million dollars","2009",365.9,"Sweets"
"Confections ","Canada","Million dollars","2008",388.2,"Sweets"
"Confections ","Canada","Million dollars","2007",403.1,"Sweets"
"Confections ","Canada","Million dollars","2006",380.8,"Sweets"
"Confections ","Canada","Million dollars","2005",403.5,"Sweets"
"Confections ","Canada","Million dollars","2004",380.7,"Sweets"
"Confections ","Canada","Million dollars","2003",410.4,"Sweets"
"Confections ","Canada","Million dollars","2002",277,"Sweets"
"Confections ","Canada","Million dollars","2001",253.7,"Sweets"
"Confections ","Canada","Million dollars","2000",180.7,"Sweets"
"Confections ","Canada","Million dollars","1999",179.8,"Sweets"
"Confections ","Germany","Million dollars","2023",263.9,"Sweets"
"Confections ","Germany","Million dollars","2022",253.4,"Sweets"
"Confections ","Germany","Million dollars","2021",204.3,"Sweets"
"Confections ","Germany","Million dollars","2020",164,"Sweets"
"Confections ","Germany","Million dollars","2019",140.5,"Sweets"
"Confections ","Germany","Million dollars","2018",130.6,"Sweets"
"Confections ","Germany","Million dollars","2017",122.3,"Sweets"
"Confections ","Germany","Million dollars","2016",104.9,"Sweets"
"Confections ","Germany","Million dollars","2015",89.7,"Sweets"
"Confections ","Germany","Million dollars","2014",85.1,"Sweets"
"Confections ","Germany","Million dollars","2013",68.6,"Sweets"
"Confections ","Germany","Million dollars","2012",60.8,"Sweets"
"Confections ","Germany","Million dollars","2011",54.7,"Sweets"
"Confections ","Germany","Million dollars","2010",44.5,"Sweets"
"Confections ","Germany","Million dollars","2009",38.2,"Sweets"
"Confections ","Germany","Million dollars","2008",36.2,"Sweets"
"Confections ","Germany","Million dollars","2007",35.3,"Sweets"
"Confections ","Germany","Million dollars","2006",31.9,"Sweets"
"Confections ","Germany","Million dollars","2005",29.8,"Sweets"
"Confections ","Germany","Million dollars","2004",26.2,"Sweets"
"Confections ","Germany","Million dollars","2003",22.3,"Sweets"
"Confections ","Germany","Million dollars","2002",24.9,"Sweets"
"Confections ","Germany","Million dollars","2001",26.7,"Sweets"
"Confections ","Germany","Million dollars","2000",31.6,"Sweets"
"Confections ","Germany","Million dollars","1999",35.1,"Sweets"
"Confections ","Turkey","Million dollars","2023",210.4,"Sweets"
"Confections ","Turkey","Million dollars","2022",165.8,"Sweets"
"Confections ","Turkey","Million dollars","2021",128.7,"Sweets"
"Confections ","Turkey","Million dollars","2020",98.1,"Sweets"
"Confections ","Turkey","Million dollars","2019",95.7,"Sweets"
"Confections ","Turkey","Million dollars","2018",81.3,"Sweets"
"Confections ","Turkey","Million dollars","2017",74.9,"Sweets"
"Confections ","Turkey","Million dollars","2016",75.9,"Sweets"
"Confections ","Turkey","Million dollars","2015",51.7,"Sweets"
"Confections ","Turkey","Million dollars","2014",54,"Sweets"
"Confections ","Turkey","Million dollars","2013",52.9,"Sweets"
"Confections ","Turkey","Million dollars","2012",38.2,"Sweets"
"Confections ","Turkey","Million dollars","2011",22.2,"Sweets"
"Confections ","Turkey","Million dollars","2010",19.6,"Sweets"
"Confections ","Turkey","Million dollars","2009",24.4,"Sweets"
"Confections ","Turkey","Million dollars","2008",26.6,"Sweets"
"Confections ","Turkey","Million dollars","2007",9.2,"Sweets"
"Confections ","Turkey","Million dollars","2006",5.6,"Sweets"
"Confections ","Turkey","Million dollars","2005",4.5,"Sweets"
"Confections ","Turkey","Million dollars","2004",6,"Sweets"
"Confections ","Turkey","Million dollars","2003",5.1,"Sweets"
"Confections ","Turkey","Million dollars","2002",3.7,"Sweets"
"Confections ","Turkey","Million dollars","2001",2.7,"Sweets"
"Confections ","Turkey","Million dollars","2000",1.4,"Sweets"
"Confections ","Turkey","Million dollars","1999",1.6,"Sweets"
"Confections ","Spain","Million dollars","2023",145.3,"Sweets"
"Confections ","Spain","Million dollars","2022",136.8,"Sweets"
"Confections ","Spain","Million dollars","2021",119.4,"Sweets"
"Confections ","Spain","Million dollars","2020",114.3,"Sweets"
"Confections ","Spain","Million dollars","2019",98.6,"Sweets"
"Confections ","Spain","Million dollars","2018",83.9,"Sweets"
"Confections ","Spain","Million dollars","2017",65.2,"Sweets"
"Confections ","Spain","Million dollars","2016",49.6,"Sweets"
"Confections ","Spain","Million dollars","2015",49.6,"Sweets"
"Confections ","Spain","Million dollars","2014",63.6,"Sweets"
"Confections ","Spain","Million dollars","2013",48.9,"Sweets"
"Confections ","Spain","Million dollars","2012",50.3,"Sweets"
"Confections ","Spain","Million dollars","2011",36.3,"Sweets"
"Confections ","Spain","Million dollars","2010",27.4,"Sweets"
"Confections ","Spain","Million dollars","2009",28.2,"Sweets"
"Confections ","Spain","Million dollars","2008",27.5,"Sweets"
"Confections ","Spain","Million dollars","2007",26.8,"Sweets"
"Confections ","Spain","Million dollars","2006",38.8,"Sweets"
"Confections ","Spain","Million dollars","2005",30.7,"Sweets"
"Confections ","Spain","Million dollars","2004",23.7,"Sweets"
"Confections ","Spain","Million dollars","2003",31.1,"Sweets"
"Confections ","Spain","Million dollars","2002",30.5,"Sweets"
"Confections ","Spain","Million dollars","2001",31.7,"Sweets"
"Confections ","Spain","Million dollars","2000",32.9,"Sweets"
"Confections ","Spain","Million dollars","1999",26.6,"Sweets"
"Confections ","China","Million dollars","2023",133.8,"Sweets"
"Confections ","China","Million dollars","2022",127.1,"Sweets"
"Confections ","China","Million dollars","2021",97.9,"Sweets"
"Confections ","China","Million dollars","2020",77.2,"Sweets"
"Confections ","China","Million dollars","2019",109.5,"Sweets"
"Confections ","China","Million dollars","2018",145.4,"Sweets"
"Confections ","China","Million dollars","2017",135.8,"Sweets"
"Confections ","China","Million dollars","2016",136.6,"Sweets"
"Confections ","China","Million dollars","2015",140.9,"Sweets"
"Confections ","China","Million dollars","2014",148.8,"Sweets"
"Confections ","China","Million dollars","2013",132.4,"Sweets"
"Confections ","China","Million dollars","2012",127.5,"Sweets"
"Confections ","China","Million dollars","2011",139.2,"Sweets"
"Confections ","China","Million dollars","2010",133.5,"Sweets"
"Confections ","China","Million dollars","2009",116.1,"Sweets"
"Confections ","China","Million dollars","2008",122.7,"Sweets"
"Confections ","China","Million dollars","2007",119.5,"Sweets"
"Confections ","China","Million dollars","2006",96.9,"Sweets"
"Confections ","China","Million dollars","2005",84.7,"Sweets"
"Confections ","China","Million dollars","2004",65.6,"Sweets"
"Confections ","China","Million dollars","2003",52.4,"Sweets"
"Confections ","China","Million dollars","2002",45.2,"Sweets"
"Confections ","China","Million dollars","2001",25.7,"Sweets"
"Confections ","China","Million dollars","2000",25.5,"Sweets"
"Confections ","China","Million dollars","1999",16,"Sweets"
"Confections ","Switzerland","Million dollars","2023",76.6,"Sweets"
"Confections ","Switzerland","Million dollars","2022",54.7,"Sweets"
"Confections ","Switzerland","Million dollars","2021",21.4,"Sweets"
"Confections ","Switzerland","Million dollars","2020",48.4,"Sweets"
"Confections ","Switzerland","Million dollars","2019",35.4,"Sweets"
"Confections ","Switzerland","Million dollars","2018",41.4,"Sweets"
"Confections ","Switzerland","Million dollars","2017",39.9,"Sweets"
"Confections ","Switzerland","Million dollars","2016",33,"Sweets"
"Confections ","Switzerland","Million dollars","2015",34.9,"Sweets"
"Confections ","Switzerland","Million dollars","2014",27.4,"Sweets"
"Confections ","Switzerland","Million dollars","2013",25.8,"Sweets"
"Confections ","Switzerland","Million dollars","2012",23.8,"Sweets"
"Confections ","Switzerland","Million dollars","2011",26.8,"Sweets"
"Confections ","Switzerland","Million dollars","2010",21.9,"Sweets"
"Confections ","Switzerland","Million dollars","2009",21.2,"Sweets"
"Confections ","Switzerland","Million dollars","2008",19.4,"Sweets"
"Confections ","Switzerland","Million dollars","2007",18.6,"Sweets"
"Confections ","Switzerland","Million dollars","2006",15.5,"Sweets"
"Confections ","Switzerland","Million dollars","2005",15.8,"Sweets"
"Confections ","Switzerland","Million dollars","2004",13.7,"Sweets"
"Confections ","Switzerland","Million dollars","2003",14.3,"Sweets"
"Confections ","Switzerland","Million dollars","2002",12.7,"Sweets"
"Confections ","Switzerland","Million dollars","2001",12.1,"Sweets"
"Confections ","Switzerland","Million dollars","2000",14.3,"Sweets"
"Confections ","Switzerland","Million dollars","1999",16.8,"Sweets"
"Confections ","Thailand","Million dollars","2023",65.2,"Sweets"
"Confections ","Thailand","Million dollars","2022",60.9,"Sweets"
"Confections ","Thailand","Million dollars","2021",50.7,"Sweets"
"Confections ","Thailand","Million dollars","2020",39.3,"Sweets"
"Confections ","Thailand","Million dollars","2019",37.7,"Sweets"
"Confections ","Thailand","Million dollars","2018",36.2,"Sweets"
"Confections ","Thailand","Million dollars","2017",33.6,"Sweets"
"Confections ","Thailand","Million dollars","2016",36.2,"Sweets"
"Confections ","Thailand","Million dollars","2015",30.6,"Sweets"
"Confections ","Thailand","Million dollars","2014",28.5,"Sweets"
"Confections ","Thailand","Million dollars","2013",29.5,"Sweets"
"Confections ","Thailand","Million dollars","2012",27.9,"Sweets"
"Confections ","Thailand","Million dollars","2011",27.4,"Sweets"
"Confections ","Thailand","Million dollars","2010",25.5,"Sweets"
"Confections ","Thailand","Million dollars","2009",21,"Sweets"
"Confections ","Thailand","Million dollars","2008",19.6,"Sweets"
"Confections ","Thailand","Million dollars","2007",16.5,"Sweets"
"Confections ","Thailand","Million dollars","2006",20.1,"Sweets"
"Confections ","Thailand","Million dollars","2005",23.3,"Sweets"
"Confections ","Thailand","Million dollars","2004",14.3,"Sweets"
"Confections ","Thailand","Million dollars","2003",21.6,"Sweets"
"Confections ","Thailand","Million dollars","2002",17.9,"Sweets"
"Confections ","Thailand","Million dollars","2001",20.5,"Sweets"
"Confections ","Thailand","Million dollars","2000",22.5,"Sweets"
"Confections ","Thailand","Million dollars","1999",8.1,"Sweets"
"Confections ","Rest of world","Million dollars","2023",456,"Sweets"
"Confections ","Rest of world","Million dollars","2022",432.3,"Sweets"
"Confections ","Rest of world","Million dollars","2021",360.1,"Sweets"
"Confections ","Rest of world","Million dollars","2020",280.4,"Sweets"
"Confections ","Rest of world","Million dollars","2019",291.9,"Sweets"
"Confections ","Rest of world","Million dollars","2018",256.1,"Sweets"
"Confections ","Rest of world","Million dollars","2017",244.7,"Sweets"
"Confections ","Rest of world","Million dollars","2016",241.7,"Sweets"
"Confections ","Rest of world","Million dollars","2015",219.2,"Sweets"
"Confections ","Rest of world","Million dollars","2014",245.1,"Sweets"
"Confections ","Rest of world","Million dollars","2013",240.4,"Sweets"
"Confections ","Rest of world","Million dollars","2012",237.7,"Sweets"
"Confections ","Rest of world","Million dollars","2011",250.9,"Sweets"
"Confections ","Rest of world","Million dollars","2010",228.7,"Sweets"
"Confections ","Rest of world","Million dollars","2009",217.9,"Sweets"
"Confections ","Rest of world","Million dollars","2008",238,"Sweets"
"Confections ","Rest of world","Million dollars","2007",249.6,"Sweets"
"Confections ","Rest of world","Million dollars","2006",242.9,"Sweets"
"Confections ","Rest of world","Million dollars","2005",283.8,"Sweets"
"Confections ","Rest of world","Million dollars","2004",346.5,"Sweets"
"Confections ","Rest of world","Million dollars","2003",332.7,"Sweets"
"Confections ","Rest of world","Million dollars","2002",315.1,"Sweets"
"Confections ","Rest of world","Million dollars","2001",257.6,"Sweets"
"Confections ","Rest of world","Million dollars","2000",311.6,"Sweets"
"Confections ","Rest of world","Million dollars","1999",301.9,"Sweets"
"Confections ","World","Million dollars","2023",3142.2,"Sweets"
"Confections ","World","Million dollars","2022",2835.6,"Sweets"
"Confections ","World","Million dollars","2021",2299.8,"Sweets"
"Confections ","World","Million dollars","2020",1936.9,"Sweets"
"Confections ","World","Million dollars","2019",1943,"Sweets"
"Confections ","World","Million dollars","2018",1905.5,"Sweets"
"Confections ","World","Million dollars","2017",1786.4,"Sweets"
"Confections ","World","Million dollars","2016",1770.6,"Sweets"
"Confections ","World","Million dollars","2015",1645.2,"Sweets"
"Confections ","World","Million dollars","2014",1674,"Sweets"
"Confections ","World","Million dollars","2013",1568.8,"Sweets"
"Confections ","World","Million dollars","2012",1482,"Sweets"
"Confections ","World","Million dollars","2011",1414.8,"Sweets"
"Confections ","World","Million dollars","2010",1304.6,"Sweets"
"Confections ","World","Million dollars","2009",1182.7,"Sweets"
"Confections ","World","Million dollars","2008",1234.6,"Sweets"
"Confections ","World","Million dollars","2007",1219.4,"Sweets"
"Confections ","World","Million dollars","2006",1187.5,"Sweets"
"Confections ","World","Million dollars","2005",1176.1,"Sweets"
"Confections ","World","Million dollars","2004",1136.1,"Sweets"
"Confections ","World","Million dollars","2003",1103,"Sweets"
"Confections ","World","Million dollars","2002",899.3,"Sweets"
"Confections ","World","Million dollars","2001",765.6,"Sweets"
"Confections ","World","Million dollars","2000",753.5,"Sweets"
"Confections ","World","Million dollars","1999",714.9,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2023",867.4,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2022",898.8,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2021",797.6,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2020",701.1,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2019",701.3,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2018",680.2,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2017",636.3,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2016",630.8,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2015",588.3,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2014",603.7,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2013",556.5,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2012",545.5,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2011",543.8,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2010",542.6,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2009",513.1,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2008",545,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2007",559.6,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2006",571.7,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2005",559.1,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2004",543.7,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2003",502.3,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2002",414.3,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2001",361.3,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","2000",332.7,"Sweets"
"Confections ","World (quantity)","1,000 metric tons","1999",311.7,"Sweets"
