"category","country","unit","year","value","sheet"
"Live poultry ","World (quantity)","1,000 head","2001",11485.1,"Animals"
"Live poultry ","World (quantity)","1,000 head","2000",9146.4,"Animals"
"Live poultry ","World (quantity)","1,000 head","1999",8113.5,"Animals"
"Bird eggs ","Canada","Million dollars","2023",54.2,"Animals"
"Bird eggs ","Canada","Million dollars","2022",60.3,"Animals"
"Bird eggs ","Canada","Million dollars","2021",45.3,"Animals"
"Bird eggs ","Canada","Million dollars","2020",38.3,"Animals"
"Bird eggs ","Canada","Million dollars","2019",39.2,"Animals"
"Bird eggs ","Canada","Million dollars","2018",37.8,"Animals"
"Bird eggs ","Canada","Million dollars","2017",37.6,"Animals"
"Bird eggs ","Canada","Million dollars","2016",41.5,"Animals"
"Bird eggs ","Canada","Million dollars","2015",54,"Animals"
"Bird eggs ","Canada","Million dollars","2014",40,"Animals"
"Bird eggs ","Canada","Million dollars","2013",23.1,"Animals"
"Bird eggs ","Canada","Million dollars","2012",24.1,"Animals"
"Bird eggs ","Canada","Million dollars","2011",26.8,"Animals"
"Bird eggs ","Canada","Million dollars","2010",29.2,"Animals"
"Bird eggs ","Canada","Million dollars","2009",18.9,"Animals"
"Bird eggs ","Canada","Million dollars","2008",33,"Animals"
"Bird eggs ","Canada","Million dollars","2007",33.6,"Animals"
"Bird eggs ","Canada","Million dollars","2006",20.6,"Animals"
"Bird eggs ","Canada","Million dollars","2005",13,"Animals"
"Bird eggs ","Canada","Million dollars","2004",24.7,"Animals"
"Bird eggs ","Canada","Million dollars","2003",14.7,"Animals"
"Bird eggs ","Canada","Million dollars","2002",21.1,"Animals"
"Bird eggs ","Canada","Million dollars","2001",11.6,"Animals"
"Bird eggs ","Canada","Million dollars","2000",10.7,"Animals"
"Bird eggs ","Canada","Million dollars","1999",13.4,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2023",16.9,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2022",20.9,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2021",19.6,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2020",9.7,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2019",8.4,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2018",6.5,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2017",7.6,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2016",3.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2015",2.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2014",1.4,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2013",0.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2012",1.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2011",0,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2010",0,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2009",0.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2008",1.9,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2007",0,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2006",0,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2005",0.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2004",0.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2003",0.1,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2002",0.5,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2001",1.7,"Animals"
"Bird eggs ","United Kingdom","Million dollars","2000",0.8,"Animals"
"Bird eggs ","United Kingdom","Million dollars","1999",0.6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2023",15.3,"Animals"
"Bird eggs ","Netherlands","Million dollars","2022",13.6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2021",6.7,"Animals"
"Bird eggs ","Netherlands","Million dollars","2020",0.1,"Animals"
"Bird eggs ","Netherlands","Million dollars","2019",0.6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2018",1,"Animals"
"Bird eggs ","Netherlands","Million dollars","2017",6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2016",29.2,"Animals"
"Bird eggs ","Netherlands","Million dollars","2015",16.4,"Animals"
"Bird eggs ","Netherlands","Million dollars","2014",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2013",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2012",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2011",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2010",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2009",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2008",0.2,"Animals"
"Bird eggs ","Netherlands","Million dollars","2007",0.4,"Animals"
"Bird eggs ","Netherlands","Million dollars","2006",0.3,"Animals"
"Bird eggs ","Netherlands","Million dollars","2005",0.6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2004",0,"Animals"
"Bird eggs ","Netherlands","Million dollars","2003",0.6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2002",0.5,"Animals"
"Bird eggs ","Netherlands","Million dollars","2001",0.6,"Animals"
"Bird eggs ","Netherlands","Million dollars","2000",0.3,"Animals"
"Bird eggs ","Netherlands","Million dollars","1999",0.2,"Animals"
"Bird eggs ","China","Million dollars","2023",8,"Animals"
"Bird eggs ","China","Million dollars","2022",6.8,"Animals"
"Bird eggs ","China","Million dollars","2021",6,"Animals"
"Bird eggs ","China","Million dollars","2020",7.5,"Animals"
"Bird eggs ","China","Million dollars","2019",6.9,"Animals"
"Bird eggs ","China","Million dollars","2018",7.4,"Animals"
"Bird eggs ","China","Million dollars","2017",8,"Animals"
"Bird eggs ","China","Million dollars","2016",7.6,"Animals"
"Bird eggs ","China","Million dollars","2015",7.1,"Animals"
"Bird eggs ","China","Million dollars","2014",6.6,"Animals"
"Bird eggs ","China","Million dollars","2013",5,"Animals"
"Bird eggs ","China","Million dollars","2012",6.8,"Animals"
"Bird eggs ","China","Million dollars","2011",5.5,"Animals"
"Bird eggs ","China","Million dollars","2010",4.3,"Animals"
"Bird eggs ","China","Million dollars","2009",3.9,"Animals"
"Bird eggs ","China","Million dollars","2008",5.2,"Animals"
"Bird eggs ","China","Million dollars","2007",2.9,"Animals"
"Bird eggs ","China","Million dollars","2006",3.7,"Animals"
"Bird eggs ","China","Million dollars","2005",2.6,"Animals"
"Bird eggs ","China","Million dollars","2004",2.8,"Animals"
"Bird eggs ","China","Million dollars","2003",3.5,"Animals"
"Bird eggs ","China","Million dollars","2002",3.5,"Animals"
"Bird eggs ","China","Million dollars","2001",3.4,"Animals"
"Bird eggs ","China","Million dollars","2000",3.5,"Animals"
"Bird eggs ","China","Million dollars","1999",3.9,"Animals"
"Bird eggs ","Thailand","Million dollars","2023",6.8,"Animals"
"Bird eggs ","Thailand","Million dollars","2022",2.4,"Animals"
"Bird eggs ","Thailand","Million dollars","2021",3.6,"Animals"
"Bird eggs ","Thailand","Million dollars","2020",2.9,"Animals"
"Bird eggs ","Thailand","Million dollars","2019",2.9,"Animals"
"Bird eggs ","Thailand","Million dollars","2018",3.8,"Animals"
"Bird eggs ","Thailand","Million dollars","2017",2.4,"Animals"
"Bird eggs ","Thailand","Million dollars","2016",3,"Animals"
"Bird eggs ","Thailand","Million dollars","2015",2.3,"Animals"
"Bird eggs ","Thailand","Million dollars","2014",1.9,"Animals"
"Bird eggs ","Thailand","Million dollars","2013",1.7,"Animals"
"Bird eggs ","Thailand","Million dollars","2012",1.8,"Animals"
"Bird eggs ","Thailand","Million dollars","2011",1.1,"Animals"
"Bird eggs ","Thailand","Million dollars","2010",1.1,"Animals"
"Bird eggs ","Thailand","Million dollars","2009",1.1,"Animals"
"Bird eggs ","Thailand","Million dollars","2008",0.8,"Animals"
"Bird eggs ","Thailand","Million dollars","2007",0.8,"Animals"
"Bird eggs ","Thailand","Million dollars","2006",0.7,"Animals"
"Bird eggs ","Thailand","Million dollars","2005",0.7,"Animals"
"Bird eggs ","Thailand","Million dollars","2004",0.5,"Animals"
"Bird eggs ","Thailand","Million dollars","2003",0.8,"Animals"
"Bird eggs ","Thailand","Million dollars","2002",0.6,"Animals"
"Bird eggs ","Thailand","Million dollars","2001",0.6,"Animals"
"Bird eggs ","Thailand","Million dollars","2000",0.5,"Animals"
"Bird eggs ","Thailand","Million dollars","1999",0.7,"Animals"
"Bird eggs ","Turkey","Million dollars","2023",4.9,"Animals"
"Bird eggs ","Turkey","Million dollars","2022",5.7,"Animals"
"Bird eggs ","Turkey","Million dollars","2021",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2020",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2019",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2018",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2017",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2016",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2015",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2014",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2013",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2012",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2011",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2010",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2009",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2008",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2007",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2006",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2005",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2004",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2003",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2002",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2001",0,"Animals"
"Bird eggs ","Turkey","Million dollars","2000",0,"Animals"
"Bird eggs ","Turkey","Million dollars","1999",0,"Animals"
"Bird eggs ","Taiwan","Million dollars","2023",4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2022",5.8,"Animals"
"Bird eggs ","Taiwan","Million dollars","2021",5.3,"Animals"
"Bird eggs ","Taiwan","Million dollars","2020",6.3,"Animals"
"Bird eggs ","Taiwan","Million dollars","2019",5.2,"Animals"
"Bird eggs ","Taiwan","Million dollars","2018",4.6,"Animals"
"Bird eggs ","Taiwan","Million dollars","2017",5.4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2016",4.4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2015",4.2,"Animals"
"Bird eggs ","Taiwan","Million dollars","2014",4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2013",4.4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2012",4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2011",3.5,"Animals"
"Bird eggs ","Taiwan","Million dollars","2010",2.6,"Animals"
"Bird eggs ","Taiwan","Million dollars","2009",2.4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2008",2.3,"Animals"
"Bird eggs ","Taiwan","Million dollars","2007",1.5,"Animals"
"Bird eggs ","Taiwan","Million dollars","2006",1.3,"Animals"
"Bird eggs ","Taiwan","Million dollars","2005",1.5,"Animals"
"Bird eggs ","Taiwan","Million dollars","2004",1.2,"Animals"
"Bird eggs ","Taiwan","Million dollars","2003",0.4,"Animals"
"Bird eggs ","Taiwan","Million dollars","2002",0.3,"Animals"
"Bird eggs ","Taiwan","Million dollars","2001",0.5,"Animals"
"Bird eggs ","Taiwan","Million dollars","2000",0.6,"Animals"
"Bird eggs ","Taiwan","Million dollars","1999",0.6,"Animals"
"Bird eggs ","Rest of world","Million dollars","2023",18.7,"Animals"
"Bird eggs ","Rest of world","Million dollars","2022",24.1,"Animals"
"Bird eggs ","Rest of world","Million dollars","2021",8,"Animals"
"Bird eggs ","Rest of world","Million dollars","2020",11.2,"Animals"
"Bird eggs ","Rest of world","Million dollars","2019",12,"Animals"
"Bird eggs ","Rest of world","Million dollars","2018",10.9,"Animals"
"Bird eggs ","Rest of world","Million dollars","2017",7.90000000000001,"Animals"
"Bird eggs ","Rest of world","Million dollars","2016",23.4,"Animals"
"Bird eggs ","Rest of world","Million dollars","2015",92.8,"Animals"
"Bird eggs ","Rest of world","Million dollars","2014",8.7,"Animals"
"Bird eggs ","Rest of world","Million dollars","2013",7.4,"Animals"
"Bird eggs ","Rest of world","Million dollars","2012",5.09999999999999,"Animals"
"Bird eggs ","Rest of world","Million dollars","2011",4.9,"Animals"
"Bird eggs ","Rest of world","Million dollars","2010",2.7,"Animals"
"Bird eggs ","Rest of world","Million dollars","2009",3.5,"Animals"
"Bird eggs ","Rest of world","Million dollars","2008",4,"Animals"
"Bird eggs ","Rest of world","Million dollars","2007",4.09999999999999,"Animals"
"Bird eggs ","Rest of world","Million dollars","2006",4.4,"Animals"
"Bird eggs ","Rest of world","Million dollars","2005",2.9,"Animals"
"Bird eggs ","Rest of world","Million dollars","2004",3.3,"Animals"
"Bird eggs ","Rest of world","Million dollars","2003",2.2,"Animals"
"Bird eggs ","Rest of world","Million dollars","2002",1.7,"Animals"
"Bird eggs ","Rest of world","Million dollars","2001",1.4,"Animals"
"Bird eggs ","Rest of world","Million dollars","2000",1.3,"Animals"
"Bird eggs ","Rest of world","Million dollars","1999",1.1,"Animals"
"Bird eggs ","World","Million dollars","2023",128.8,"Animals"
"Bird eggs ","World","Million dollars","2022",139.6,"Animals"
"Bird eggs ","World","Million dollars","2021",94.5,"Animals"
"Bird eggs ","World","Million dollars","2020",76,"Animals"
"Bird eggs ","World","Million dollars","2019",75.2,"Animals"
"Bird eggs ","World","Million dollars","2018",72,"Animals"
"Bird eggs ","World","Million dollars","2017",74.9,"Animals"
"Bird eggs ","World","Million dollars","2016",112.2,"Animals"
"Bird eggs ","World","Million dollars","2015",178.9,"Animals"
"Bird eggs ","World","Million dollars","2014",62.6,"Animals"
"Bird eggs ","World","Million dollars","2013",41.7,"Animals"
"Bird eggs ","World","Million dollars","2012",42.9,"Animals"
"Bird eggs ","World","Million dollars","2011",41.8,"Animals"
"Bird eggs ","World","Million dollars","2010",39.9,"Animals"
"Bird eggs ","World","Million dollars","2009",29.9,"Animals"
"Bird eggs ","World","Million dollars","2008",47.4,"Animals"
"Bird eggs ","World","Million dollars","2007",43.3,"Animals"
"Bird eggs ","World","Million dollars","2006",31,"Animals"
"Bird eggs ","World","Million dollars","2005",21.4,"Animals"
"Bird eggs ","World","Million dollars","2004",32.6,"Animals"
"Bird eggs ","World","Million dollars","2003",22.3,"Animals"
"Bird eggs ","World","Million dollars","2002",28.2,"Animals"
"Bird eggs ","World","Million dollars","2001",19.8,"Animals"
"Bird eggs ","World","Million dollars","2000",17.7,"Animals"
"Bird eggs ","World","Million dollars","1999",20.5,"Animals"
