"category","country","unit","year","value"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2010","242.4"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2009","154.5"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2008","119.2"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2007","94.6"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2006","112"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2005","120.8"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2004","149.30000000000001"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2003","164.1"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2002","113.3"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2001","91.1"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","2000","70.3"
"Cocoa paste, butter, and powder","Netherlands","Million dollars","1999","64"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2023","118"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2022","133.5"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2021","83.9"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2020","56.3"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2019","50"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2018","53.4"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2017","37.4"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2016","44.7"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2015","19.2"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2014","32.700000000000003"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2013","29.1"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2012","51.5"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2011","48.4"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2010","86.3"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2009","32.200000000000003"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2008","5.8"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2007","11.6"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2006","10.1"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2005","9.4"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2004","10"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2003","6.1"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2002","12.7"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2001","14"
"Cocoa paste, butter, and powder","Ghana","Million dollars","2000","11.9"
"Cocoa paste, butter, and powder","Ghana","Million dollars","1999","5"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2023","64.599999999999994"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2022","44.6"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2021","35.299999999999997"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2020","50.9"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2019","22.9"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2018","10.6"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2017","14.9"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2016","23"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2015","12.7"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2014","20.100000000000001"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2013","17"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2012","6.6"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2011","11.2"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2010","8.9"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2009","10.5"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2008","19.7"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2007","0.7"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2006","2.2000000000000002"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2005","8.9"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2004","11.8"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2003","13.9"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2002","4.8"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2001","11.4"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","2000","21.7"
"Cocoa paste, butter, and powder","Ecuador","Million dollars","1999","17.899999999999999"
"Cocoa paste, butter, and powder","Canada","Million dollars","2023","54.7"
"Cocoa paste, butter, and powder","Canada","Million dollars","2022","52.3"
"Cocoa paste, butter, and powder","Canada","Million dollars","2021","41.4"
"Cocoa paste, butter, and powder","Canada","Million dollars","2020","37.700000000000003"
"Cocoa paste, butter, and powder","Canada","Million dollars","2019","17.899999999999999"
"Cocoa paste, butter, and powder","Canada","Million dollars","2018","23.9"
"Cocoa paste, butter, and powder","Canada","Million dollars","2017","33.5"
"Cocoa paste, butter, and powder","Canada","Million dollars","2016","33.700000000000003"
"Cocoa paste, butter, and powder","Canada","Million dollars","2015","30.6"
"Cocoa paste, butter, and powder","Canada","Million dollars","2014","24.2"
"Cocoa paste, butter, and powder","Canada","Million dollars","2013","35.9"
"Cocoa paste, butter, and powder","Canada","Million dollars","2012","29.8"
"Cocoa paste, butter, and powder","Canada","Million dollars","2011","32"
"Cocoa paste, butter, and powder","Canada","Million dollars","2010","34.299999999999997"
"Cocoa paste, butter, and powder","Canada","Million dollars","2009","19.899999999999999"
"Cocoa paste, butter, and powder","Canada","Million dollars","2008","15.8"
"Cocoa paste, butter, and powder","Canada","Million dollars","2007","15.9"
"Cocoa paste, butter, and powder","Canada","Million dollars","2006","18.600000000000001"
"Cocoa paste, butter, and powder","Canada","Million dollars","2005","13"
"Cocoa paste, butter, and powder","Canada","Million dollars","2004","16.100000000000001"
"Cocoa paste, butter, and powder","Canada","Million dollars","2003","18.7"
"Cocoa paste, butter, and powder","Canada","Million dollars","2002","11.6"
"Cocoa paste, butter, and powder","Canada","Million dollars","2001","13.2"
"Cocoa paste, butter, and powder","Canada","Million dollars","2000","13.2"
"Cocoa paste, butter, and powder","Canada","Million dollars","1999","13.4"
"Cocoa paste, butter, and powder","Spain","Million dollars","2023","38.5"
"Cocoa paste, butter, and powder","Spain","Million dollars","2022","33.1"
"Cocoa paste, butter, and powder","Spain","Million dollars","2021","25.3"
"Cocoa paste, butter, and powder","Spain","Million dollars","2020","22.8"
"Cocoa paste, butter, and powder","Spain","Million dollars","2019","20.9"
"Cocoa paste, butter, and powder","Spain","Million dollars","2018","27.6"
"Cocoa paste, butter, and powder","Spain","Million dollars","2017","35.299999999999997"
"Cocoa paste, butter, and powder","Spain","Million dollars","2016","27.5"
"Cocoa paste, butter, and powder","Spain","Million dollars","2015","19.2"
"Cocoa paste, butter, and powder","Spain","Million dollars","2014","25.1"
"Cocoa paste, butter, and powder","Spain","Million dollars","2013","33.9"
"Cocoa paste, butter, and powder","Spain","Million dollars","2012","47.3"
"Cocoa paste, butter, and powder","Spain","Million dollars","2011","48.7"
"Cocoa paste, butter, and powder","Spain","Million dollars","2010","35.5"
"Cocoa paste, butter, and powder","Spain","Million dollars","2009","13.9"
"Cocoa paste, butter, and powder","Spain","Million dollars","2008","12.8"
"Cocoa paste, butter, and powder","Spain","Million dollars","2007","14.6"
"Cocoa paste, butter, and powder","Spain","Million dollars","2006","6.5"
"Cocoa paste, butter, and powder","Spain","Million dollars","2005","7.3"
"Cocoa paste, butter, and powder","Spain","Million dollars","2004","9.8000000000000007"
"Cocoa paste, butter, and powder","Spain","Million dollars","2003","9.3000000000000007"
"Cocoa paste, butter, and powder","Spain","Million dollars","2002","7.2"
"Cocoa paste, butter, and powder","Spain","Million dollars","2001","2.2000000000000002"
"Cocoa paste, butter, and powder","Spain","Million dollars","2000","1.9"
"Cocoa paste, butter, and powder","Spain","Million dollars","1999","2.6"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2023","225.3"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2022","293.89999999999998"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2021","261"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2020","231.8"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2019","301.10000000000002"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2018","277.2"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2017","309.60000000000002"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2016","359.3"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2015","324.39999999999998"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2014","312"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2013","257.8"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2012","313.3"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2011","414"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2010","419.9"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2009","274.10000000000002"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2008","380.3"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2007","295.3"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2006","304.60000000000002"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2005","255.5"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2004","235.5"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2003","247.9"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2002","143.80000000000001"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2001","99.5"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","2000","120.4"
"Cocoa paste, butter, and powder","Rest of world","Million dollars","1999","120.2"
"Cocoa paste, butter, and powder","World","Million dollars","2023","1454.3"
"Cocoa paste, butter, and powder","World","Million dollars","2022","1493.6"
"Cocoa paste, butter, and powder","World","Million dollars","2021","1270.9000000000001"
"Cocoa paste, butter, and powder","World","Million dollars","2020","1264.0999999999999"
"Cocoa paste, butter, and powder","World","Million dollars","2019","1237.3"
"Cocoa paste, butter, and powder","World","Million dollars","2018","1126.7"
"Cocoa paste, butter, and powder","World","Million dollars","2017","1178.4000000000001"
"Cocoa paste, butter, and powder","World","Million dollars","2016","1233.4000000000001"
"Cocoa paste, butter, and powder","World","Million dollars","2015","1059.5999999999999"
"Cocoa paste, butter, and powder","World","Million dollars","2014","1185"
"Cocoa paste, butter, and powder","World","Million dollars","2013","997.4"
"Cocoa paste, butter, and powder","World","Million dollars","2012","1159"
"Cocoa paste, butter, and powder","World","Million dollars","2011","1405.7"
"Cocoa paste, butter, and powder","World","Million dollars","2010","1425.3"
"Cocoa paste, butter, and powder","World","Million dollars","2009","974"
"Cocoa paste, butter, and powder","World","Million dollars","2008","1028"
"Cocoa paste, butter, and powder","World","Million dollars","2007","701.6"
"Cocoa paste, butter, and powder","World","Million dollars","2006","703.8"
"Cocoa paste, butter, and powder","World","Million dollars","2005","672.7"
"Cocoa paste, butter, and powder","World","Million dollars","2004","666.4"
"Cocoa paste, butter, and powder","World","Million dollars","2003","669.3"
"Cocoa paste, butter, and powder","World","Million dollars","2002","410.9"
"Cocoa paste, butter, and powder","World","Million dollars","2001","338.4"
"Cocoa paste, butter, and powder","World","Million dollars","2000","350.5"
"Cocoa paste, butter, and powder","World","Million dollars","1999","366.6"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2023","364"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2022","447.3"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2021","396.1"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2020","384.8"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2019","397.7"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2018","367.2"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2017","391.6"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2016","367"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2015","314.60000000000002"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2014","336.7"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2013","337.8"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2012","348.7"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2011","384.8"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2010","408"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2009","349.3"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2008","370.8"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2007","339.4"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2006","339.2"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2005","276.39999999999998"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2004","277.89999999999998"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2003","253.3"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2002","228.6"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2001","221.2"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","2000","239.1"
"Cocoa paste, butter, and powder","World (quantity)","1,000 metric tons","1999","212.2"
"Chocolate","Canada","Million dollars","2023","1976.9"
"Chocolate","Canada","Million dollars","2022","1880.7"
"Chocolate","Canada","Million dollars","2021","1647"
"Chocolate","Canada","Million dollars","2020","1506.7"
"Chocolate","Canada","Million dollars","2019","1500.7"
"Chocolate","Canada","Million dollars","2018","1378.9"
"Chocolate","Canada","Million dollars","2017","1420.9"
"Chocolate","Canada","Million dollars","2016","1411.8"
"Chocolate","Canada","Million dollars","2015","1290.3"
"Chocolate","Canada","Million dollars","2014","1153.0999999999999"
"Chocolate","Canada","Million dollars","2013","1010.1"
"Chocolate","Canada","Million dollars","2012","959.5"
"Chocolate","Canada","Million dollars","2011","908.5"
"Chocolate","Canada","Million dollars","2010","837.9"
"Chocolate","Canada","Million dollars","2009","627.4"
"Chocolate","Canada","Million dollars","2008","742.5"
"Chocolate","Canada","Million dollars","2007","709.9"
"Chocolate","Canada","Million dollars","2006","690"
"Chocolate","Canada","Million dollars","2005","699.2"
"Chocolate","Canada","Million dollars","2004","705.2"
"Chocolate","Canada","Million dollars","2003","686.2"
"Chocolate","Canada","Million dollars","2002","514"
"Chocolate","Canada","Million dollars","2001","442.8"
"Chocolate","Canada","Million dollars","2000","377.5"
"Chocolate","Canada","Million dollars","1999","332.8"
"Chocolate","Mexico","Million dollars","2023","598.20000000000005"
"Chocolate","Mexico","Million dollars","2022","560.79999999999995"
"Chocolate","Mexico","Million dollars","2021","477.8"
"Chocolate","Mexico","Million dollars","2020","517.9"
"Chocolate","Mexico","Million dollars","2019","526.4"
"Chocolate","Mexico","Million dollars","2018","458"
"Chocolate","Mexico","Million dollars","2017","496.2"
"Chocolate","Mexico","Million dollars","2016","466.7"
"Chocolate","Mexico","Million dollars","2015","450.2"
"Chocolate","Mexico","Million dollars","2014","411.5"
"Chocolate","Mexico","Million dollars","2013","419"
"Chocolate","Mexico","Million dollars","2012","416.4"
"Chocolate","Mexico","Million dollars","2011","411.2"
"Chocolate","Mexico","Million dollars","2010","349.7"
"Chocolate","Mexico","Million dollars","2009","302.89999999999998"
"Chocolate","Mexico","Million dollars","2008","167.2"
"Chocolate","Mexico","Million dollars","2007","104.4"
"Chocolate","Mexico","Million dollars","2006","90"
"Chocolate","Mexico","Million dollars","2005","94.6"
"Chocolate","Mexico","Million dollars","2004","74.8"
"Chocolate","Mexico","Million dollars","2003","60"
"Chocolate","Mexico","Million dollars","2002","42.6"
"Chocolate","Mexico","Million dollars","2001","31.7"
"Chocolate","Mexico","Million dollars","2000","29.6"
"Chocolate","Mexico","Million dollars","1999","25.8"
"Chocolate","Belgium","Million dollars","2023","203.5"
"Chocolate","Belgium","Million dollars","2022","179.9"
"Chocolate","Belgium","Million dollars","2021","158.6"
"Chocolate","Belgium","Million dollars","2020","125.9"
"Chocolate","Belgium","Million dollars","2019","148.6"
"Chocolate","Belgium","Million dollars","2018","139.30000000000001"
"Chocolate","Belgium","Million dollars","2017","156.80000000000001"
"Chocolate","Belgium","Million dollars","2016","136.9"
"Chocolate","Belgium","Million dollars","2015","122.3"
"Chocolate","Belgium","Million dollars","2014","128"
"Chocolate","Belgium","Million dollars","2013","120.3"
"Chocolate","Belgium","Million dollars","2012","116.3"
"Chocolate","Belgium","Million dollars","2011","111.8"
"Chocolate","Belgium","Million dollars","2010","86.5"
"Chocolate","Belgium","Million dollars","2009","76.5"
"Chocolate","Belgium","Million dollars","2008","86.9"
"Chocolate","Belgium","Million dollars","2007","99.8"
"Chocolate","Belgium","Million dollars","2006","86.6"
"Chocolate","Belgium","Million dollars","2005","73.099999999999994"
"Chocolate","Belgium","Million dollars","2004","67.8"
"Chocolate","Belgium","Million dollars","2003","59"
"Chocolate","Belgium","Million dollars","2002","48.7"
"Chocolate","Belgium","Million dollars","2001","52.8"
"Chocolate","Belgium","Million dollars","2000","45.9"
"Chocolate","Belgium","Million dollars","1999","45.2"
"Chocolate","Germany","Million dollars","2023","186"
"Chocolate","Germany","Million dollars","2022","162.80000000000001"
"Chocolate","Germany","Million dollars","2021","145.6"
"Chocolate","Germany","Million dollars","2020","134.69999999999999"
"Chocolate","Germany","Million dollars","2019","131.80000000000001"
"Chocolate","Germany","Million dollars","2018","146.80000000000001"
"Chocolate","Germany","Million dollars","2017","135.30000000000001"
"Chocolate","Germany","Million dollars","2016","116.6"
"Chocolate","Germany","Million dollars","2015","125.3"
"Chocolate","Germany","Million dollars","2014","156"
"Chocolate","Germany","Million dollars","2013","150.9"
"Chocolate","Germany","Million dollars","2012","132.1"
"Chocolate","Germany","Million dollars","2011","111.6"
"Chocolate","Germany","Million dollars","2010","89.3"
"Chocolate","Germany","Million dollars","2009","65.8"
"Chocolate","Germany","Million dollars","2008","68.099999999999994"
"Chocolate","Germany","Million dollars","2007","74.900000000000006"
"Chocolate","Germany","Million dollars","2006","58.8"
"Chocolate","Germany","Million dollars","2005","47.9"
"Chocolate","Germany","Million dollars","2004","43.7"
"Chocolate","Germany","Million dollars","2003","50.7"
"Chocolate","Germany","Million dollars","2002","50.5"
"Chocolate","Germany","Million dollars","2001","53.4"
"Chocolate","Germany","Million dollars","2000","37.5"
"Chocolate","Germany","Million dollars","1999","28.3"
"Chocolate","Poland","Million dollars","2023","140.69999999999999"
"Chocolate","Poland","Million dollars","2022","136.19999999999999"
"Chocolate","Poland","Million dollars","2021","100.6"
"Chocolate","Poland","Million dollars","2020","72.099999999999994"
"Chocolate","Poland","Million dollars","2019","67.7"
"Chocolate","Poland","Million dollars","2018","74.8"
"Chocolate","Poland","Million dollars","2017","53.9"
"Chocolate","Poland","Million dollars","2016","36.799999999999997"
"Chocolate","Poland","Million dollars","2015","30.1"
"Chocolate","Poland","Million dollars","2014","28.5"
"Chocolate","Poland","Million dollars","2013","27.6"
"Chocolate","Poland","Million dollars","2012","22.3"
"Chocolate","Poland","Million dollars","2011","16.600000000000001"
"Chocolate","Poland","Million dollars","2010","16.8"
"Chocolate","Poland","Million dollars","2009","14.4"
"Chocolate","Poland","Million dollars","2008","15.7"
"Chocolate","Poland","Million dollars","2007","18.3"
"Chocolate","Poland","Million dollars","2006","15.9"
"Chocolate","Poland","Million dollars","2005","10"
"Chocolate","Poland","Million dollars","2004","8.1"
"Chocolate","Poland","Million dollars","2003","8.9"
"Chocolate","Poland","Million dollars","2002","6.9"
"Chocolate","Poland","Million dollars","2001","5"
"Chocolate","Poland","Million dollars","2000","4.5"
"Chocolate","Poland","Million dollars","1999","3.1"
"Chocolate","Italy","Million dollars","2023","97.1"
"Chocolate","Italy","Million dollars","2022","103.8"
"Chocolate","Italy","Million dollars","2021","67.5"
"Chocolate","Italy","Million dollars","2020","58.7"
"Chocolate","Italy","Million dollars","2019","58.8"
"Chocolate","Italy","Million dollars","2018","51"
"Chocolate","Italy","Million dollars","2017","46.9"
"Chocolate","Italy","Million dollars","2016","41.1"
"Chocolate","Italy","Million dollars","2015","38.5"
"Chocolate","Italy","Million dollars","2014","41.2"
"Chocolate","Italy","Million dollars","2013","41.1"
"Chocolate","Italy","Million dollars","2012","31.2"
"Chocolate","Italy","Million dollars","2011","33.4"
"Chocolate","Italy","Million dollars","2010","24.8"
"Chocolate","Italy","Million dollars","2009","23.4"
"Chocolate","Italy","Million dollars","2008","35.700000000000003"
"Chocolate","Italy","Million dollars","2007","27.6"
"Chocolate","Italy","Million dollars","2006","28.7"
"Chocolate","Italy","Million dollars","2005","22.3"
"Chocolate","Italy","Million dollars","2004","16.100000000000001"
"Chocolate","Italy","Million dollars","2003","15.2"
"Chocolate","Italy","Million dollars","2002","13.9"
"Chocolate","Italy","Million dollars","2001","14.4"
"Chocolate","Italy","Million dollars","2000","10.6"
"Chocolate","Italy","Million dollars","1999","10.8"
"Chocolate","Switzerland","Million dollars","2023","90.6"
"Chocolate","Switzerland","Million dollars","2022","81.5"
"Chocolate","Switzerland","Million dollars","2021","71"
"Chocolate","Switzerland","Million dollars","2020","59"
"Chocolate","Switzerland","Million dollars","2019","71.3"
"Chocolate","Switzerland","Million dollars","2018","66.900000000000006"
"Chocolate","Switzerland","Million dollars","2017","55.7"
"Chocolate","Switzerland","Million dollars","2016","63.1"
"Chocolate","Switzerland","Million dollars","2015","55.8"
"Chocolate","Switzerland","Million dollars","2014","57.6"
"Chocolate","Switzerland","Million dollars","2013","53.5"
"Chocolate","Switzerland","Million dollars","2012","46.9"
"Chocolate","Switzerland","Million dollars","2011","56.6"
"Chocolate","Switzerland","Million dollars","2010","47.6"
"Chocolate","Switzerland","Million dollars","2009","44.9"
"Chocolate","Switzerland","Million dollars","2008","55.9"
"Chocolate","Switzerland","Million dollars","2007","55.6"
"Chocolate","Switzerland","Million dollars","2006","45.9"
"Chocolate","Switzerland","Million dollars","2005","38.1"
"Chocolate","Switzerland","Million dollars","2004","32.6"
"Chocolate","Switzerland","Million dollars","2003","24.4"
"Chocolate","Switzerland","Million dollars","2002","21.6"
"Chocolate","Switzerland","Million dollars","2001","18.600000000000001"
"Chocolate","Switzerland","Million dollars","2000","19.100000000000001"
"Chocolate","Switzerland","Million dollars","1999","24.5"
"Chocolate","Croatia","Million dollars","2023","65.8"
"Chocolate","Croatia","Million dollars","2022","32.1"
"Chocolate","Croatia","Million dollars","2021","15.9"
"Chocolate","Croatia","Million dollars","2020","4.7"
"Chocolate","Croatia","Million dollars","2019","2.1"
"Chocolate","Croatia","Million dollars","2018","1.9"
"Chocolate","Croatia","Million dollars","2017","1.6"
"Chocolate","Croatia","Million dollars","2016","1.6"
"Chocolate","Croatia","Million dollars","2015","1.3"
"Chocolate","Croatia","Million dollars","2014","1.6"
"Chocolate","Croatia","Million dollars","2013","1.5"
"Chocolate","Croatia","Million dollars","2012","1.4"
"Chocolate","Croatia","Million dollars","2011","1.3"
"Chocolate","Croatia","Million dollars","2010","1.9"
"Chocolate","Croatia","Million dollars","2009","1.4"
"Chocolate","Croatia","Million dollars","2008","1.3"
"Chocolate","Croatia","Million dollars","2007","1.3"
"Chocolate","Croatia","Million dollars","2006","1.2"
"Chocolate","Croatia","Million dollars","2005","1.1000000000000001"
"Chocolate","Croatia","Million dollars","2004","1.2"
"Chocolate","Croatia","Million dollars","2003","0.9"
"Chocolate","Croatia","Million dollars","2002","0.8"
"Chocolate","Croatia","Million dollars","2001","0.9"
"Chocolate","Croatia","Million dollars","2000","0.9"
"Chocolate","Croatia","Million dollars","1999","0.4"
"Chocolate","Rest of world","Million dollars","2023","569.70000000000005"
"Chocolate","Rest of world","Million dollars","2022","518"
"Chocolate","Rest of world","Million dollars","2021","416.7"
"Chocolate","Rest of world","Million dollars","2020","312"
"Chocolate","Rest of world","Million dollars","2019","326.89999999999998"
"Chocolate","Rest of world","Million dollars","2018","306.5"
"Chocolate","Rest of world","Million dollars","2017","276.3"
"Chocolate","Rest of world","Million dollars","2016","278.8"
"Chocolate","Rest of world","Million dollars","2015","256.89999999999998"
"Chocolate","Rest of world","Million dollars","2014","252.5"
"Chocolate","Rest of world","Million dollars","2013","226.2"
"Chocolate","Rest of world","Million dollars","2012","213.9"
"Chocolate","Rest of world","Million dollars","2011","198.4"
"Chocolate","Rest of world","Million dollars","2010","164.1"
"Chocolate","Rest of world","Million dollars","2009","166.8"
"Chocolate","Rest of world","Million dollars","2008","218.8"
"Chocolate","Rest of world","Million dollars","2007","207.9"
"Chocolate","Rest of world","Million dollars","2006","223.9"
"Chocolate","Rest of world","Million dollars","2005","218.8"
"Chocolate","Rest of world","Million dollars","2004","188.2"
"Chocolate","Rest of world","Million dollars","2003","161.69999999999999"
"Chocolate","Rest of world","Million dollars","2002","142.1"
"Chocolate","Rest of world","Million dollars","2001","141.80000000000001"
"Chocolate","Rest of world","Million dollars","2000","121.6"
"Chocolate","Rest of world","Million dollars","1999","115.5"
"Chocolate","World","Million dollars","2023","3928.5"
"Chocolate","World","Million dollars","2022","3655.8"
"Chocolate","World","Million dollars","2021","3100.7"
"Chocolate","World","Million dollars","2020","2791.7"
"Chocolate","World","Million dollars","2019","2834.3"
"Chocolate","World","Million dollars","2018","2624.1"
"Chocolate","World","Million dollars","2017","2643.6"
"Chocolate","World","Million dollars","2016","2553.4"
"Chocolate","World","Million dollars","2015","2370.6999999999998"
"Chocolate","World","Million dollars","2014","2230"
"Chocolate","World","Million dollars","2013","2050.1999999999998"
"Chocolate","World","Million dollars","2012","1940"
"Chocolate","World","Million dollars","2011","1849.4"
"Chocolate","World","Million dollars","2010","1618.6"
"Chocolate","World","Million dollars","2009","1323.5"
"Chocolate","World","Million dollars","2008","1392.1"
"Chocolate","World","Million dollars","2007","1299.7"
"Chocolate","World","Million dollars","2006","1241"
"Chocolate","World","Million dollars","2005","1205.0999999999999"
"Chocolate","World","Million dollars","2004","1137.7"
"Chocolate","World","Million dollars","2003","1067"
"Chocolate","World","Million dollars","2002","841.1"
"Chocolate","World","Million dollars","2001","761.4"
"Chocolate","World","Million dollars","2000","647.20000000000005"
"Chocolate","World","Million dollars","1999","586.4"
"Chocolate","World (quantity)","1,000 metric tons","2023","705.8"
"Chocolate","World (quantity)","1,000 metric tons","2022","722.5"
"Chocolate","World (quantity)","1,000 metric tons","2021","664.9"
"Chocolate","World (quantity)","1,000 metric tons","2020","630"
"Chocolate","World (quantity)","1,000 metric tons","2019","620.6"
"Chocolate","World (quantity)","1,000 metric tons","2018","590.20000000000005"
"Chocolate","World (quantity)","1,000 metric tons","2017","591.4"
"Chocolate","World (quantity)","1,000 metric tons","2016","577.5"
"Chocolate","World (quantity)","1,000 metric tons","2015","543"
"Chocolate","World (quantity)","1,000 metric tons","2014","521.4"
"Chocolate","World (quantity)","1,000 metric tons","2013","516.20000000000005"
"Chocolate","World (quantity)","1,000 metric tons","2012","478.8"
"Chocolate","World (quantity)","1,000 metric tons","2011","464.2"
"Chocolate","World (quantity)","1,000 metric tons","2010","412"
"Chocolate","World (quantity)","1,000 metric tons","2009","377.7"
"Chocolate","World (quantity)","1,000 metric tons","2008","387"
"Chocolate","World (quantity)","1,000 metric tons","2007","434.6"
"Chocolate","World (quantity)","1,000 metric tons","2006","440.3"
"Chocolate","World (quantity)","1,000 metric tons","2005","452"
"Chocolate","World (quantity)","1,000 metric tons","2004","436.8"
"Chocolate","World (quantity)","1,000 metric tons","2003","403.5"
"Chocolate","World (quantity)","1,000 metric tons","2002","362"
"Chocolate","World (quantity)","1,000 metric tons","2001","333.6"
"Chocolate","World (quantity)","1,000 metric tons","2000","286.3"
