"category","country","unit","year","value","sheet"
"Total beverages ","Canada","Million dollars","2012",378.2,"Beverages"
"Total beverages ","Canada","Million dollars","2011",363.1,"Beverages"
"Total beverages ","Canada","Million dollars","2010",345.2,"Beverages"
"Total beverages ","Canada","Million dollars","2009",302.3,"Beverages"
"Total beverages ","Canada","Million dollars","2008",437.1,"Beverages"
"Total beverages ","Canada","Million dollars","2007",432.6,"Beverages"
"Total beverages ","Canada","Million dollars","2006",488.4,"Beverages"
"Total beverages ","Canada","Million dollars","2005",492.9,"Beverages"
"Total beverages ","Canada","Million dollars","2004",487.7,"Beverages"
"Total beverages ","Canada","Million dollars","2003",533.7,"Beverages"
"Total beverages ","Canada","Million dollars","2002",536.7,"Beverages"
"Total beverages ","Canada","Million dollars","2001",512.1,"Beverages"
"Total beverages ","Canada","Million dollars","2000",493.3,"Beverages"
"Total beverages ","Canada","Million dollars","1999",474.7,"Beverages"
"Total beverages ","Netherlands","Million dollars","2023",705.6,"Beverages"
"Total beverages ","Netherlands","Million dollars","2022",871.3,"Beverages"
"Total beverages ","Netherlands","Million dollars","2021",853.9,"Beverages"
"Total beverages ","Netherlands","Million dollars","2020",905.7,"Beverages"
"Total beverages ","Netherlands","Million dollars","2019",768.8,"Beverages"
"Total beverages ","Netherlands","Million dollars","2018",798.4,"Beverages"
"Total beverages ","Netherlands","Million dollars","2017",816.3,"Beverages"
"Total beverages ","Netherlands","Million dollars","2016",793.6,"Beverages"
"Total beverages ","Netherlands","Million dollars","2015",837.8,"Beverages"
"Total beverages ","Netherlands","Million dollars","2014",792.7,"Beverages"
"Total beverages ","Netherlands","Million dollars","2013",854.1,"Beverages"
"Total beverages ","Netherlands","Million dollars","2012",891.3,"Beverages"
"Total beverages ","Netherlands","Million dollars","2011",889.8,"Beverages"
"Total beverages ","Netherlands","Million dollars","2010",969.1,"Beverages"
"Total beverages ","Netherlands","Million dollars","2009",984.5,"Beverages"
"Total beverages ","Netherlands","Million dollars","2008",1196.5,"Beverages"
"Total beverages ","Netherlands","Million dollars","2007",1337.9,"Beverages"
"Total beverages ","Netherlands","Million dollars","2006",1129.6,"Beverages"
"Total beverages ","Netherlands","Million dollars","2005",931,"Beverages"
"Total beverages ","Netherlands","Million dollars","2004",896.4,"Beverages"
"Total beverages ","Netherlands","Million dollars","2003",906.4,"Beverages"
"Total beverages ","Netherlands","Million dollars","2002",886.9,"Beverages"
"Total beverages ","Netherlands","Million dollars","2001",789.3,"Beverages"
"Total beverages ","Netherlands","Million dollars","2000",735.4,"Beverages"
"Total beverages ","Netherlands","Million dollars","1999",628.3,"Beverages"
"Total beverages ","New Zealand","Million dollars","2023",606.9,"Beverages"
"Total beverages ","New Zealand","Million dollars","2022",594.9,"Beverages"
"Total beverages ","New Zealand","Million dollars","2021",559.2,"Beverages"
"Total beverages ","New Zealand","Million dollars","2020",495.8,"Beverages"
"Total beverages ","New Zealand","Million dollars","2019",474.3,"Beverages"
"Total beverages ","New Zealand","Million dollars","2018",447.5,"Beverages"
"Total beverages ","New Zealand","Million dollars","2017",434.1,"Beverages"
"Total beverages ","New Zealand","Million dollars","2016",411.4,"Beverages"
"Total beverages ","New Zealand","Million dollars","2015",369.6,"Beverages"
"Total beverages ","New Zealand","Million dollars","2014",336.9,"Beverages"
"Total beverages ","New Zealand","Million dollars","2013",290,"Beverages"
"Total beverages ","New Zealand","Million dollars","2012",256.8,"Beverages"
"Total beverages ","New Zealand","Million dollars","2011",210,"Beverages"
"Total beverages ","New Zealand","Million dollars","2010",207.4,"Beverages"
"Total beverages ","New Zealand","Million dollars","2009",160.4,"Beverages"
"Total beverages ","New Zealand","Million dollars","2008",154.1,"Beverages"
"Total beverages ","New Zealand","Million dollars","2007",155.9,"Beverages"
"Total beverages ","New Zealand","Million dollars","2006",111.3,"Beverages"
"Total beverages ","New Zealand","Million dollars","2005",101.2,"Beverages"
"Total beverages ","New Zealand","Million dollars","2004",68,"Beverages"
"Total beverages ","New Zealand","Million dollars","2003",51.3,"Beverages"
"Total beverages ","New Zealand","Million dollars","2002",37.4,"Beverages"
"Total beverages ","New Zealand","Million dollars","2001",26.2,"Beverages"
"Total beverages ","New Zealand","Million dollars","2000",22.7,"Beverages"
"Total beverages ","New Zealand","Million dollars","1999",17.8,"Beverages"
"Total beverages ","Spain","Million dollars","2023",405.3,"Beverages"
"Total beverages ","Spain","Million dollars","2022",433.6,"Beverages"
"Total beverages ","Spain","Million dollars","2021",453.8,"Beverages"
"Total beverages ","Spain","Million dollars","2020",352.6,"Beverages"
"Total beverages ","Spain","Million dollars","2019",385.5,"Beverages"
"Total beverages ","Spain","Million dollars","2018",393.6,"Beverages"
"Total beverages ","Spain","Million dollars","2017",385.5,"Beverages"
"Total beverages ","Spain","Million dollars","2016",365.5,"Beverages"
"Total beverages ","Spain","Million dollars","2015",352.5,"Beverages"
"Total beverages ","Spain","Million dollars","2014",360.7,"Beverages"
"Total beverages ","Spain","Million dollars","2013",355.3,"Beverages"
"Total beverages ","Spain","Million dollars","2012",332.7,"Beverages"
"Total beverages ","Spain","Million dollars","2011",311,"Beverages"
"Total beverages ","Spain","Million dollars","2010",279.5,"Beverages"
"Total beverages ","Spain","Million dollars","2009",253.4,"Beverages"
"Total beverages ","Spain","Million dollars","2008",292.4,"Beverages"
